,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,text,context,line_number,column,absolute_offset,match_type,file_name,file_loc,file_byte_size,package_import_path,module_path,module_version,project_name,file_copy_path,label
193,193,193,193,"	h := &reflect.SliceHeader{
","		log.Printf(""Too few bytes for batch forget. Got %d bytes, want %d (%d entries)"",
			len(req.arg), wantBytes, in.Count)
	}

	h := &reflect.SliceHeader{
		Data: uintptr(unsafe.Pointer(&req.arg[0])),
		Len:  int(in.Count),
		Cap:  int(in.Count),
	}

",308.0,7.0,8389.0,reflect.SliceHeader,opcode.go,25259.0,754.0,github.com/hanwen/go-fuse/fuse,github.com/hanwen/go-fuse,v1.0.0,attic-labs/noms,github.com/hanwen/go-fuse/fuse/opcode.go,found
194,194,194,194,"		sh := &reflect.SliceHeader{
","
func unmarshalBytes(data interface{}, buf []byte) error {
	switch value := data.(type) {
	case unsafe.Pointer:
		sh := &reflect.SliceHeader{
			Data: uintptr(value),
			Len:  len(buf),
			Cap:  len(buf),
		}

",76.0,9.0,1627.0,reflect.SliceHeader,marshalers.go,5063.0,203.0,github.com/cilium/ebpf,github.com/cilium/ebpf,v0.0.0-20200319110858-a7172c01168f,opencontainers/runc,github.com/cilium/ebpf/marshalers.go,found
195,195,195,195,"		data := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","			}
		}
	case *byte:
		// convert the byte pointer back to a valid slice
		data := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(v)),
			Len:  int((^uint(0)) >> 1),
			Cap:  int((^uint(0)) >> 1),
		}))
		n := binary.LittleEndian.Uint32(data[1:])
",192.0,37.0,4443.0,reflect.SliceHeader,series.go,7968.0,350.0,github.com/tidwall/geojson/geometry,github.com/tidwall/geojson,v1.1.13,tidwall/tile38,github.com/tidwall/geojson/geometry/series.go,aquisition-error-manual-lint-works
196,196,196,196,"	return int(xxhash.Sum64(*(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","
// hash returns a 48-bit hash for 64-bit environments, or 32-bit hash for
// 32-bit environments.
func (m *MapU64) hash(key uint64) int {
	return int(xxhash.Sum64(*(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: uintptr(unsafe.Pointer(&key)), Len: 8, Cap: 8,
	}))) >> dibBitSize)
}

// MapU64 is a map. Like map[uint64]interface{}
",36.0,52.0,839.0,reflect.SliceHeader,u64.go,4274.0,185.0,github.com/tidwall/rhh,github.com/tidwall/rhh,v1.1.0,tidwall/tile38,github.com/tidwall/rhh/u64.go,aquisition-error-manual-lint-works
205,205,205,205,"				Data: (*reflect.SliceHeader)(unsafe.Pointer(&key)).Data,
","	return Sum32(
		*(*string)((unsafe.Pointer)(
			&reflect.StringHeader{
				Len:  len(key),
				Data: (*reflect.SliceHeader)(unsafe.Pointer(&key)).Data,
			})),
		seed...)

	// return Sum32(string(key), seed...)
}
",45.0,12.0,1119.0,reflect.SliceHeader,murmur.go,2212.0,98.0,github.com/go-ego/murmur,github.com/go-ego/murmur,v0.0.0-20191001133222-eab2da088fb4,go-ego/riot,github.com/go-ego/murmur/murmur.go,composite-literal-in-other-line-found
206,206,206,206,"	src := *(*reflect.SliceHeader)(unsafe.Pointer(&in))
","//
// It is unsafe, and is intended to prepare input to short-lived functions
// that require strings.
func unsafeBytesToString(in []byte) string {
	src := *(*reflect.SliceHeader)(unsafe.Pointer(&in))
	dst := reflect.StringHeader{
		Data: src.Data,
		Len:  src.Len,
	}
	s := *(*string)(unsafe.Pointer(&dst))
",31.0,11.0,925.0,reflect.SliceHeader,inline_strconv_parse.go,1097.0,38.0,github.com/influxdata/influxdb/models,github.com/influxdata/influxdb,v1.2.0,fission/fission,github.com/influxdata/influxdb/models/inline_strconv_parse.go,composite-literal-in-other-line-found
219,219,219,219,"	return unsafe.Pointer(&reflect.SliceHeader{
","	return (*meta)(unsafe.Pointer(uintptr(unsafe.Pointer(p)) + pageHeaderSize))
}

func (p *page) dataPtr() unsafe.Pointer {
	return unsafe.Pointer(&reflect.SliceHeader{
		Data: uintptr(unsafe.Pointer(p)) + pageHeaderSize,
		Len:  int(p.count),
		Cap:  int(p.count),
	})
}
",59.0,24.0,994.0,reflect.SliceHeader,page.go,1834.0,88.0,_/root/download/7days-golang/gee-bolt/day1-pages,std,std,geektutu/7days-golang,_/root/download/7days-golang/gee-bolt/day1-pages/page.go,goerror-import-problems
222,222,222,222,"	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","}

//go:nosplit
func stringToBytes(s string) []byte {
	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: ((*reflect.StringHeader)(unsafe.Pointer(&s))).Data,
		Len:  len(s),
		Cap:  len(s),
	}))
}
",1006.0,35.0,27328.0,reflect.SliceHeader,codec.go,31809.0,1179.0,github.com/segmentio/encoding/json,github.com/segmentio/encoding,v0.1.10,go-pg/pg,github.com/segmentio/encoding/json/codec.go,found
235,235,235,235,"	sliceHeader := reflect.SliceHeader{
","// new memory for it with the assumption that the resulting byte slice will not
// be mutated.
func unsafeStringToBytes(s string) []byte {
	sh := (*reflect.StringHeader)(unsafe.Pointer(&s))
	sliceHeader := reflect.SliceHeader{
		Data: sh.Data,
		Len:  sh.Len,
		Cap:  sh.Len,
	}
	return *(*[]byte)(unsafe.Pointer(&sliceHeader))
",33.0,16.0,1437.0,reflect.SliceHeader,unsafe.go,1837.0,46.0,go.uber.org/thriftrw/wire,go.uber.org/thriftrw,v1.20.2,uber/cadence,go.uber.org/thriftrw/wire/unsafe.go,aquisition-error-manual-lint-works
238,238,238,238,"	var sh reflect.SliceHeader
","}

func s2b(s string) []byte {
	strh := (*reflect.StringHeader)(unsafe.Pointer(&s))
	var sh reflect.SliceHeader
	sh.Data = strh.Data
	sh.Len = strh.Len
	sh.Cap = strh.Len
	return *(*[]byte)(unsafe.Pointer(&sh))
}
",14.0,8.0,202.0,reflect.SliceHeader,util.go,524.0,30.0,github.com/valyala/fastjson,github.com/valyala/fastjson,v1.4.1,uber/cadence,github.com/valyala/fastjson/util.go,aquisition-error-manual-lint-works
241,241,241,241,"	dstAsSlice := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","	if dstType.Size() != srcType.Size() {
		panic(""Type size mismatch between "" + dstType.String() + "" and "" + srcType.String())
	}

	dstAsSlice := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: dstValue.Pointer(),
		Len:  int(dstType.Size()),
		Cap:  int(dstType.Size()),
	}))

",243.0,42.0,7160.0,reflect.SliceHeader,reflection.go,11252.0,373.0,github.com/trivago/tgo/treflect,github.com/trivago/tgo,v1.0.1,jenkins-x/jx,github.com/trivago/tgo/treflect/reflection.go,aquisition-error-manual-lint-works
242,242,242,242,"	srcAsSlice := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","		Len:  int(dstType.Size()),
		Cap:  int(dstType.Size()),
	}))

	srcAsSlice := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: srcPtr,
		Len:  int(srcType.Size()),
		Cap:  int(srcType.Size()),
	}))

",249.0,42.0,7315.0,reflect.SliceHeader,reflection.go,11252.0,373.0,github.com/trivago/tgo/treflect,github.com/trivago/tgo,v1.0.1,jenkins-x/jx,github.com/trivago/tgo/treflect/reflection.go,aquisition-error-manual-lint-works
246,246,246,246,"	sh := &reflect.SliceHeader{
","}

//export LLVMFuzzerTestOneInput
func LLVMFuzzerTestOneInput(data uintptr, size uint64) int {
	sh := &reflect.SliceHeader{
	    Data: data,
	    Len:  int(size),
	    Cap:  int(size),
	}

",868.0,8.0,26392.0,reflect.SliceHeader,main.go,26593.0,882.0,_/root/download/go-fuzz/go-fuzz-build,std,std,dvyukov/go-fuzz,_/root/download/go-fuzz/go-fuzz-build/main.go,goerror-import-problems
247,247,247,247,"	bytesHeader := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","	""unsafe""
)

func bytesToString(b []byte) string {
	bytesHeader := (*reflect.SliceHeader)(unsafe.Pointer(&b))
	strHeader := reflect.StringHeader{bytesHeader.Data, bytesHeader.Len}
	return *(*string)(unsafe.Pointer(&strHeader))
}
",11.0,18.0,108.0,reflect.SliceHeader,unsafe.go,286.0,14.0,gopkg.in/redis.v3,gopkg.in/redis.v3,v3.6.4,tsuru/tsuru,gopkg.in/redis.v3/unsafe.go,aquisition-error-manual-lint-works
249,249,249,249,"	hdr := reflect.SliceHeader{
","}

func AsByteSlice(a *Header, t reflect.Type) []byte {
	size := a.L * int(t.Size())
	hdr := reflect.SliceHeader{
		Data: uintptr(a.Ptr),
		Len:  size,
		Cap:  size,
	}
	return *(*[]byte)(unsafe.Pointer(&hdr))
",90.0,8.0,1990.0,reflect.SliceHeader,header.go,2301.0,101.0,gorgonia.org/tensor/internal/storage,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/internal/storage/header.go,found
250,250,250,250,"		shdr := reflect.SliceHeader{
","		return t.Get(0)
	}
	if t.v == nil {
		// build a type of []T
		shdr := reflect.SliceHeader{
			Data: uintptr(t.Header.Ptr),
			Len:  t.Header.L,
			Cap:  t.Header.C,
		}
		sliceT := reflect.SliceOf(t.t.Type)
",118.0,10.0,2624.0,reflect.SliceHeader,dense.go,13429.0,625.0,gorgonia.org/tensor,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/dense.go,aquisition-error-manual-lint-works
251,251,251,251,"		shdr := reflect.SliceHeader{
","// Data returns the representation of a slice.
func (a array) Data() interface{} {
	if a.v == nil {
		// build a type of []T
		shdr := reflect.SliceHeader{
			Data: uintptr(a.Header.Ptr),
			Len:  a.Header.L,
			Cap:  a.Header.C,
		}
		sliceT := reflect.SliceOf(a.t.Type)
",251.0,10.0,5683.0,reflect.SliceHeader,array.go,13090.0,543.0,gorgonia.org/tensor,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/array.go,aquisition-error-manual-lint-works
255,255,255,255,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]bool, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]bool)(unsafe.Pointer(hdr)))
",53.0,11.0,1341.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
256,256,256,256,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]int, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]int)(unsafe.Pointer(hdr)))
",91.0,11.0,2183.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
257,257,257,257,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]int8, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]int8)(unsafe.Pointer(hdr)))
",129.0,11.0,3034.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
258,258,258,258,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]int16, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]int16)(unsafe.Pointer(hdr)))
",167.0,11.0,3896.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
259,259,259,259,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]int32, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]int32)(unsafe.Pointer(hdr)))
",205.0,11.0,4759.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
260,260,260,260,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]int64, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]int64)(unsafe.Pointer(hdr)))
",243.0,11.0,5622.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
261,261,261,261,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]uint, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]uint)(unsafe.Pointer(hdr)))
",281.0,11.0,6472.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
262,262,262,262,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]uint8, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]uint8)(unsafe.Pointer(hdr)))
",319.0,11.0,7331.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
263,263,263,263,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]uint16, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]uint16)(unsafe.Pointer(hdr)))
",357.0,11.0,8201.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
264,264,264,264,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]uint32, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]uint32)(unsafe.Pointer(hdr)))
",395.0,11.0,9072.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
265,265,265,265,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]uint64, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]uint64)(unsafe.Pointer(hdr)))
",433.0,11.0,9943.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
266,266,266,266,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]float32, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]float32)(unsafe.Pointer(hdr)))
",471.0,11.0,10821.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
267,267,267,267,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]float64, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]float64)(unsafe.Pointer(hdr)))
",509.0,11.0,11700.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
268,268,268,268,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]complex64, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]complex64)(unsafe.Pointer(hdr)))
",547.0,11.0,12593.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
269,269,269,269,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]complex128, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]complex128)(unsafe.Pointer(hdr)))
",585.0,11.0,13498.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
270,270,270,270,"			hdr := &reflect.SliceHeader{
","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]string, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]string)(unsafe.Pointer(hdr)))
",623.0,11.0,14373.0,reflect.SliceHeader,iterator_native2.go,14599.0,635.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native2.go,linter-error-stack-overflow-manual-lint-works-now
271,271,271,271,"		hdr := &reflect.SliceHeader{
","	rowStride := strides[0]
	retVal = make([][]bool, rows)
	for i := range retVal {
		start := i * rowStride
		hdr := &reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(&data[start])),
			Len:  cols,
			Cap:  cols,
		}
		retVal[i] = *(*[]bool)(unsafe.Pointer(hdr))
",62.0,10.0,1606.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
272,272,272,272,"			hdr := &reflect.SliceHeader{
","	for i := range retVal {
		retVal[i] = make([][]bool, rows)
		for j := range retVal[i] {
			start := i*layerStride + j*rowStride
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[start])),
				Len:  cols,
				Cap:  cols,
			}
			retVal[i][j] = *(*[]bool)(unsafe.Pointer(hdr))
",93.0,11.0,2392.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
273,273,273,273,"		hdr := &reflect.SliceHeader{
","	rowStride := strides[0]
	retVal = make([][]int, rows)
	for i := range retVal {
		start := i * rowStride
		hdr := &reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(&data[start])),
			Len:  cols,
			Cap:  cols,
		}
		retVal[i] = *(*[]int)(unsafe.Pointer(hdr))
",132.0,10.0,3363.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
274,274,274,274,"			hdr := &reflect.SliceHeader{
","	for i := range retVal {
		retVal[i] = make([][]int, rows)
		for j := range retVal[i] {
			start := i*layerStride + j*rowStride
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[start])),
				Len:  cols,
				Cap:  cols,
			}
			retVal[i][j] = *(*[]int)(unsafe.Pointer(hdr))
",163.0,11.0,4142.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
275,275,275,275,"		hdr := &reflect.SliceHeader{
","	rowStride := strides[0]
	retVal = make([][]int8, rows)
	for i := range retVal {
		start := i * rowStride
		hdr := &reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(&data[start])),
			Len:  cols,
			Cap:  cols,
		}
		retVal[i] = *(*[]int8)(unsafe.Pointer(hdr))
",202.0,10.0,5126.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
276,276,276,276,"			hdr := &reflect.SliceHeader{
","	for i := range retVal {
		retVal[i] = make([][]int8, rows)
		for j := range retVal[i] {
			start := i*layerStride + j*rowStride
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[start])),
				Len:  cols,
				Cap:  cols,
			}
			retVal[i][j] = *(*[]int8)(unsafe.Pointer(hdr))
",233.0,11.0,5914.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
277,277,277,277,"		hdr := &reflect.SliceHeader{
","	rowStride := strides[0]
	retVal = make([][]int16, rows)
	for i := range retVal {
		start := i * rowStride
		hdr := &reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(&data[start])),
			Len:  cols,
			Cap:  cols,
		}
		retVal[i] = *(*[]int16)(unsafe.Pointer(hdr))
",272.0,10.0,6913.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
278,278,278,278,"			hdr := &reflect.SliceHeader{
","	for i := range retVal {
		retVal[i] = make([][]int16, rows)
		for j := range retVal[i] {
			start := i*layerStride + j*rowStride
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[start])),
				Len:  cols,
				Cap:  cols,
			}
			retVal[i][j] = *(*[]int16)(unsafe.Pointer(hdr))
",303.0,11.0,7710.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
279,279,279,279,"		hdr := &reflect.SliceHeader{
","	rowStride := strides[0]
	retVal = make([][]int32, rows)
	for i := range retVal {
		start := i * rowStride
		hdr := &reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(&data[start])),
			Len:  cols,
			Cap:  cols,
		}
		retVal[i] = *(*[]int32)(unsafe.Pointer(hdr))
",342.0,10.0,8710.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
280,280,280,280,"			hdr := &reflect.SliceHeader{
","	for i := range retVal {
		retVal[i] = make([][]int32, rows)
		for j := range retVal[i] {
			start := i*layerStride + j*rowStride
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[start])),
				Len:  cols,
				Cap:  cols,
			}
			retVal[i][j] = *(*[]int32)(unsafe.Pointer(hdr))
",373.0,11.0,9507.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
281,281,281,281,"		hdr := &reflect.SliceHeader{
","	rowStride := strides[0]
	retVal = make([][]int64, rows)
	for i := range retVal {
		start := i * rowStride
		hdr := &reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(&data[start])),
			Len:  cols,
			Cap:  cols,
		}
		retVal[i] = *(*[]int64)(unsafe.Pointer(hdr))
",412.0,10.0,10507.0,reflect.SliceHeader,iterator_native.go,29736.0,1152.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,gorgonia.org/tensor/native/iterator_native.go,linter-error-stack-overflow-manual-lint-works-now
