,Unnamed: 0,Unnamed: 0.1,project_name,module_path,module_version,package_import_path,match_type,file_name,line_number,text,context,message,label
51,51,51,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,malloc.go,1051.0,"		x = unsafe.Pointer(s.base())
","			s = largeAlloc(size, needzero, noscan)
		})
		s.freeindex = 1
		s.allocCount = 1
		x = unsafe.Pointer(s.base())
		size = s.elemsize
	}

	var scanSize uintptr
	if !noscan {
",possible misuse of unsafe.Pointer,runtime
52,52,52,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,malloc.go,1374.0,"		chunk = *(*uintptr)(unsafe.Pointer(chunk))
","	for chunk != 0 {
		if p >= chunk && p < chunk+persistentChunkSize {
			return true
		}
		chunk = *(*uintptr)(unsafe.Pointer(chunk))
	}
	return false
}

// linearAlloc is a simple linear allocator that pre-reserves a region
",possible misuse of unsafe.Pointer,runtime
53,53,53,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,malloc.go,1401.0,"		sysMap(unsafe.Pointer(l.mapped), pEnd-l.mapped, sysStat)
","	}
	l.next = p + size
	if pEnd := alignUp(l.next-1, physPageSize); pEnd > l.mapped {
		// Transition from Reserved to Prepared to Ready.
		sysMap(unsafe.Pointer(l.mapped), pEnd-l.mapped, sysStat)
		sysUsed(unsafe.Pointer(l.mapped), pEnd-l.mapped)
		l.mapped = pEnd
	}
	return unsafe.Pointer(p)
}
",possible misuse of unsafe.Pointer,runtime
54,54,54,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,malloc.go,1402.0,"		sysUsed(unsafe.Pointer(l.mapped), pEnd-l.mapped)
","	l.next = p + size
	if pEnd := alignUp(l.next-1, physPageSize); pEnd > l.mapped {
		// Transition from Reserved to Prepared to Ready.
		sysMap(unsafe.Pointer(l.mapped), pEnd-l.mapped, sysStat)
		sysUsed(unsafe.Pointer(l.mapped), pEnd-l.mapped)
		l.mapped = pEnd
	}
	return unsafe.Pointer(p)
}

",possible misuse of unsafe.Pointer,runtime
55,55,55,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,malloc.go,1405.0,"	return unsafe.Pointer(p)
","		sysMap(unsafe.Pointer(l.mapped), pEnd-l.mapped, sysStat)
		sysUsed(unsafe.Pointer(l.mapped), pEnd-l.mapped)
		l.mapped = pEnd
	}
	return unsafe.Pointer(p)
}

// notInHeap is off-heap memory allocated by a lower-level allocator
// like sysAlloc or persistentAlloc.
//
",possible misuse of unsafe.Pointer,runtime
56,56,56,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcmark.go,814.0,"			gcdata = (*byte)(unsafe.Pointer(s.startAddr))
","			// to change from a Lempel-Ziv style program to something else.
			// Or we can forbid putting objects on stacks if they require
			// a gc program (see issue 27447).
			s = materializeGCProg(t.ptrdata, gcdata)
			gcdata = (*byte)(unsafe.Pointer(s.startAddr))
		}

		b := state.stack.lo + uintptr(obj.off)
		if conservative {
			scanConservative(b, t.ptrdata, gcdata, gcw, &state)
",possible misuse of unsafe.Pointer,runtime
57,57,57,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcmark.go,1168.0,"				p := *(*uintptr)(unsafe.Pointer(b + i))
","		}
		for j := 0; j < 8 && i < n; j++ {
			if bits&1 != 0 {
				// Same work as in scanobject; see comments there.
				p := *(*uintptr)(unsafe.Pointer(b + i))
				if p != 0 {
					if obj, span, objIndex := findObject(p, b, i); obj != 0 {
						greyobject(obj, b, i, span, gcw, objIndex)
					} else if stk != nil && p >= stk.stack.lo && p < stk.stack.hi {
						stk.putPtr(p, false)
",possible misuse of unsafe.Pointer,runtime
58,58,58,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcmark.go,1260.0,"		obj := *(*uintptr)(unsafe.Pointer(b + i))
","		}

		// Work here is duplicated in scanblock and above.
		// If you make changes here, make changes there too.
		obj := *(*uintptr)(unsafe.Pointer(b + i))

		// At this point we have extracted the next potential pointer.
		// Quickly filter out nil and pointers back to the current object.
		if obj != 0 && obj-b >= n {
			// Test if obj points into the Go heap and, if so,
",possible misuse of unsafe.Pointer,runtime
59,59,59,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcmark.go,1304.0,"			val := *(*uintptr)(unsafe.Pointer(p))
","					return '$'
				}
			}

			val := *(*uintptr)(unsafe.Pointer(p))
			if state != nil && state.stack.lo <= val && val < state.stack.hi {
				return '@'
			}

			span := spanOfHeap(val)
",possible misuse of unsafe.Pointer,runtime
60,60,60,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcmark.go,1344.0,"		val := *(*uintptr)(unsafe.Pointer(b + i))
","				continue
			}
		}

		val := *(*uintptr)(unsafe.Pointer(b + i))

		// Check if val points into the stack.
		if state != nil && state.stack.lo <= val && val < state.stack.hi {
			// val may point to a stack object. This
			// object may be dead from last cycle and
",possible misuse of unsafe.Pointer,runtime
61,61,61,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcmark.go,1502.0,"		print("" *("", label, ""+"", i, "") = "", hex(*(*uintptr)(unsafe.Pointer(obj + i))))
","		if skipped {
			print("" ...\n"")
			skipped = false
		}
		print("" *("", label, ""+"", i, "") = "", hex(*(*uintptr)(unsafe.Pointer(obj + i))))
		if i == off {
			print("" <=="")
		}
		print(""\n"")
	}
",possible misuse of unsafe.Pointer,runtime
62,62,62,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcsweep.go,278.0,"					freespecial(y, unsafe.Pointer(p), size)
","					// Splice out special record.
					y := special
					special = special.next
					*specialp = special
					freespecial(y, unsafe.Pointer(p), size)
				} else {
					// This is profile record, but the object has finalizers (so kept alive).
					// Keep special record.
					specialp = &special.next
					special = *specialp
",possible misuse of unsafe.Pointer,runtime
63,63,63,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcsweep.go,302.0,"					tracefree(unsafe.Pointer(x), size)
","		for i := uintptr(0); i < s.nelems; i++ {
			if !mbits.isMarked() && (abits.index < s.freeindex || abits.isMarked()) {
				x := s.base() + i*s.elemsize
				if debug.allocfreetrace != 0 {
					tracefree(unsafe.Pointer(x), size)
				}
				if debug.clobberfree != 0 {
					clobberfree(unsafe.Pointer(x), size)
				}
				if raceenabled {
",possible misuse of unsafe.Pointer,runtime
64,64,64,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcsweep.go,305.0,"					clobberfree(unsafe.Pointer(x), size)
","				if debug.allocfreetrace != 0 {
					tracefree(unsafe.Pointer(x), size)
				}
				if debug.clobberfree != 0 {
					clobberfree(unsafe.Pointer(x), size)
				}
				if raceenabled {
					racefree(unsafe.Pointer(x), size)
				}
				if msanenabled {
",possible misuse of unsafe.Pointer,runtime
65,65,65,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcsweep.go,308.0,"					racefree(unsafe.Pointer(x), size)
","				if debug.clobberfree != 0 {
					clobberfree(unsafe.Pointer(x), size)
				}
				if raceenabled {
					racefree(unsafe.Pointer(x), size)
				}
				if msanenabled {
					msanfree(unsafe.Pointer(x), size)
				}
			}
",possible misuse of unsafe.Pointer,runtime
66,66,66,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcsweep.go,311.0,"					msanfree(unsafe.Pointer(x), size)
","				if raceenabled {
					racefree(unsafe.Pointer(x), size)
				}
				if msanenabled {
					msanfree(unsafe.Pointer(x), size)
				}
			}
			mbits.advance()
			abits.advance()
		}
",possible misuse of unsafe.Pointer,runtime
67,67,67,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcsweep.go,387.0,"			sysFault(unsafe.Pointer(s.base()), size)
","		// It should be possible to switch back to sysFree if we also
		// implement and then call some kind of mheap.deleteSpan.
		if debug.efence > 0 {
			s.limit = 0 // prevent mlookup from finding this span
			sysFault(unsafe.Pointer(s.base()), size)
		} else {
			mheap_.freeSpan(s)
		}
		c.local_nlargefree++
		c.local_largefree += size
",possible misuse of unsafe.Pointer,runtime
68,68,68,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mgcwork.go,453.0,"			newb := (*workbuf)(unsafe.Pointer(s.base() + i))
","		}
		// Slice up the span into new workbufs. Return one and
		// put the rest on the empty list.
		for i := uintptr(0); i+_WorkbufSize <= workbufAlloc; i += _WorkbufSize {
			newb := (*workbuf)(unsafe.Pointer(s.base() + i))
			newb.nobj = 0
			lfnodeValidate(&newb.node)
			if i == 0 {
				b = newb
			} else {
",possible misuse of unsafe.Pointer,runtime
69,69,69,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,498.0,"		h.bitp = (*uint8)(unsafe.Pointer(nbitp))
","	n += uintptr(h.shift) / heapBitsShift
	nbitp := uintptr(unsafe.Pointer(h.bitp)) + n/4
	h.shift = uint32(n%4) * heapBitsShift
	if nbitp <= uintptr(unsafe.Pointer(h.last)) {
		h.bitp = (*uint8)(unsafe.Pointer(nbitp))
		return h
	}

	// We're in a new heap arena.
	past := nbitp - (uintptr(unsafe.Pointer(h.last)) + 1)
",possible misuse of unsafe.Pointer,runtime
70,70,70,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,646.0,"				dstx := (*uintptr)(unsafe.Pointer(dst + i))
","	h := heapBitsForAddr(dst)
	if src == 0 {
		for i := uintptr(0); i < size; i += sys.PtrSize {
			if h.isPointer() {
				dstx := (*uintptr)(unsafe.Pointer(dst + i))
				if !buf.putFast(*dstx, 0) {
					wbBufFlush(nil, 0)
				}
			}
			h = h.next()
",possible misuse of unsafe.Pointer,runtime
71,71,71,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,656.0,"				dstx := (*uintptr)(unsafe.Pointer(dst + i))
","		}
	} else {
		for i := uintptr(0); i < size; i += sys.PtrSize {
			if h.isPointer() {
				dstx := (*uintptr)(unsafe.Pointer(dst + i))
				srcx := (*uintptr)(unsafe.Pointer(src + i))
				if !buf.putFast(*dstx, *srcx) {
					wbBufFlush(nil, 0)
				}
			}
",possible misuse of unsafe.Pointer,runtime
72,72,72,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,657.0,"				srcx := (*uintptr)(unsafe.Pointer(src + i))
","	} else {
		for i := uintptr(0); i < size; i += sys.PtrSize {
			if h.isPointer() {
				dstx := (*uintptr)(unsafe.Pointer(dst + i))
				srcx := (*uintptr)(unsafe.Pointer(src + i))
				if !buf.putFast(*dstx, *srcx) {
					wbBufFlush(nil, 0)
				}
			}
			h = h.next()
",possible misuse of unsafe.Pointer,runtime
73,73,73,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,687.0,"			srcx := (*uintptr)(unsafe.Pointer(src + i))
","	buf := &getg().m.p.ptr().wbBuf
	h := heapBitsForAddr(dst)
	for i := uintptr(0); i < size; i += sys.PtrSize {
		if h.isPointer() {
			srcx := (*uintptr)(unsafe.Pointer(src + i))
			if !buf.putFast(0, *srcx) {
				wbBufFlush(nil, 0)
			}
		}
		h = h.next()
",possible misuse of unsafe.Pointer,runtime
74,74,74,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,721.0,"			dstx := (*uintptr)(unsafe.Pointer(dst + i))
","			}
			mask = 1
		}
		if *bits&mask != 0 {
			dstx := (*uintptr)(unsafe.Pointer(dst + i))
			if src == 0 {
				if !buf.putFast(*dstx, 0) {
					wbBufFlush(nil, 0)
				}
			} else {
",possible misuse of unsafe.Pointer,runtime
75,75,75,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,727.0,"				srcx := (*uintptr)(unsafe.Pointer(src + i))
","				if !buf.putFast(*dstx, 0) {
					wbBufFlush(nil, 0)
				}
			} else {
				srcx := (*uintptr)(unsafe.Pointer(src + i))
				if !buf.putFast(*dstx, *srcx) {
					wbBufFlush(nil, 0)
				}
			}
		}
",possible misuse of unsafe.Pointer,runtime
76,76,76,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,780.0,"			dstx := (*uintptr)(unsafe.Pointer(dst + i))
","		} else {
			bits = bits >> 1
		}
		if bits&1 != 0 {
			dstx := (*uintptr)(unsafe.Pointer(dst + i))
			srcx := (*uintptr)(unsafe.Pointer(src + i))
			if !buf.putFast(*dstx, *srcx) {
				wbBufFlush(nil, 0)
			}
		}
",possible misuse of unsafe.Pointer,runtime
77,77,77,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,781.0,"			srcx := (*uintptr)(unsafe.Pointer(src + i))
","			bits = bits >> 1
		}
		if bits&1 != 0 {
			dstx := (*uintptr)(unsafe.Pointer(dst + i))
			srcx := (*uintptr)(unsafe.Pointer(src + i))
			if !buf.putFast(*dstx, *srcx) {
				wbBufFlush(nil, 0)
			}
		}
	}
",possible misuse of unsafe.Pointer,runtime
78,78,78,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,1039.0,"		h.bitp = (*uint8)(unsafe.Pointer(x))
","		//
		// In doubleCheck mode, we randomly do this anyway to
		// stress test the bitmap copying path.
		outOfPlace = true
		h.bitp = (*uint8)(unsafe.Pointer(x))
		h.last = nil
	}

	var (
		// Ptrmask input.
",possible misuse of unsafe.Pointer,runtime
79,79,79,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,1379.0,"		src := (*uint8)(unsafe.Pointer(x))
","		h := heapBitsForAddr(x)
		// cnw is the number of heap words, or bit pairs
		// remaining (like nw above).
		cnw := size / sys.PtrSize
		src := (*uint8)(unsafe.Pointer(x))
		// We know the first and last byte of the bitmap are
		// not the same, but it's still possible for small
		// objects span arenas, so it may share bitmap bytes
		// with neighboring objects.
		//
",possible misuse of unsafe.Pointer,runtime
80,80,80,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,1436.0,"		memclrNoHeapPointers(unsafe.Pointer(x), uintptr(unsafe.Pointer(src))-x)
","			// Set up hbitp so doubleCheck code below can check it.
			hbitp = h.bitp
		}
		// Zero the object where we wrote the bitmap.
		memclrNoHeapPointers(unsafe.Pointer(x), uintptr(unsafe.Pointer(src))-x)
	}

	// Double check the whole bitmap.
	if doubleCheck {
		// x+size may not point to the heap, so back up one
",possible misuse of unsafe.Pointer,runtime
81,81,81,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mbitmap.go,1929.0,"	runGCProg(addb(prog, 4), nil, (*byte)(unsafe.Pointer(s.startAddr)), 1)
","	bitmapBytes := divRoundUp(ptrdata, 8*sys.PtrSize)
	// Compute the number of pages needed for bitmapBytes.
	pages := divRoundUp(bitmapBytes, pageSize)
	s := mheap_.allocManual(pages, &memstats.gc_sys)
	runGCProg(addb(prog, 4), nil, (*byte)(unsafe.Pointer(s.startAddr)), 1)
	return s
}
func dematerializeGCProg(s *mspan) {
	mheap_.freeManual(s, &memstats.gc_sys)
}
",possible misuse of unsafe.Pointer,runtime
82,82,82,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mheap.go,876.0,"			memclrNoHeapPointers(unsafe.Pointer(s.base()), s.npages<<_PageShift)
","	})

	if s != nil {
		if needzero && s.needzero != 0 {
			memclrNoHeapPointers(unsafe.Pointer(s.base()), s.npages<<_PageShift)
		}
		s.needzero = 0
	}
	return s
}
",possible misuse of unsafe.Pointer,runtime
83,83,83,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mheap.go,1229.0,"		sysUsed(unsafe.Pointer(base), nbytes)
","	// Commit and account for any scavenged memory that the span now owns.
	if scav != 0 {
		// sysUsed all the pages that are actually available
		// in the span since some of them might be scavenged.
		sysUsed(unsafe.Pointer(base), nbytes)
		mSysStatDec(&memstats.heap_released, scav)
	}
	// Update stats.
	mSysStatInc(sysStat, nbytes)
	mSysStatDec(&memstats.heap_idle, nbytes)
",possible misuse of unsafe.Pointer,runtime
84,84,84,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mheap.go,1353.0,"			base := unsafe.Pointer(s.base())
","		memstats.tinyallocs += uint64(mp.mcache.local_tinyallocs)
		mp.mcache.local_tinyallocs = 0
		if msanenabled {
			// Tell msan that this entire span is no longer in use.
			base := unsafe.Pointer(s.base())
			bytes := s.npages << _PageShift
			msanfree(base, bytes)
		}
		if gcBlackenEnabled != 0 {
			// heap_scan changed.
",possible misuse of unsafe.Pointer,runtime
85,85,85,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mpagealloc_64bit.go,177.0,"		sysMap(unsafe.Pointer(need.base), need.size(), s.sysStat)
","			continue
		}

		// Map and commit need.
		sysMap(unsafe.Pointer(need.base), need.size(), s.sysStat)
		sysUsed(unsafe.Pointer(need.base), need.size())
	}
}
",possible misuse of unsafe.Pointer,runtime
86,86,86,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mpagealloc_64bit.go,178.0,"		sysUsed(unsafe.Pointer(need.base), need.size())
","		}

		// Map and commit need.
		sysMap(unsafe.Pointer(need.base), need.size(), s.sysStat)
		sysUsed(unsafe.Pointer(need.base), need.size())
	}
}
",possible misuse of unsafe.Pointer,runtime
87,87,87,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,netpoll.go,453.0,"			return (*g)(unsafe.Pointer(old))
","		if atomic.Casuintptr(gpp, old, new) {
			if old == pdReady || old == pdWait {
				old = 0
			}
			return (*g)(unsafe.Pointer(old))
		}
	}
}

func netpolldeadlineimpl(pd *pollDesc, seq uintptr, read, write bool) {
",possible misuse of unsafe.Pointer,runtime
88,88,88,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,mwbbuf.go,151.0,"	p := (*[2]uintptr)(unsafe.Pointer(b.next))
","//
//go:nowritebarrierrec
//go:nosplit
func (b *wbBuf) putFast(old, new uintptr) bool {
	p := (*[2]uintptr)(unsafe.Pointer(b.next))
	p[0] = old
	p[1] = new
	b.next += 2 * sys.PtrSize
	return b.next != b.end
}
",possible misuse of unsafe.Pointer,runtime
89,89,89,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,plugin.go,81.0,"		symName := resolveNameOff(unsafe.Pointer(md.types), ptab.name)
","	// function symbol names are prefixed here with '.' to avoid
	// a dependency on the reflect package.
	syms = make(map[string]interface{}, len(md.ptab))
	for _, ptab := range md.ptab {
		symName := resolveNameOff(unsafe.Pointer(md.types), ptab.name)
		t := (*_type)(unsafe.Pointer(md.types)).typeOff(ptab.typ)
		var val interface{}
		valp := (*[2]unsafe.Pointer)(unsafe.Pointer(&val))
		(*valp)[0] = unsafe.Pointer(t)

",possible misuse of unsafe.Pointer,runtime
90,90,90,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,plugin.go,82.0,"		t := (*_type)(unsafe.Pointer(md.types)).typeOff(ptab.typ)
","	// a dependency on the reflect package.
	syms = make(map[string]interface{}, len(md.ptab))
	for _, ptab := range md.ptab {
		symName := resolveNameOff(unsafe.Pointer(md.types), ptab.name)
		t := (*_type)(unsafe.Pointer(md.types)).typeOff(ptab.typ)
		var val interface{}
		valp := (*[2]unsafe.Pointer)(unsafe.Pointer(&val))
		(*valp)[0] = unsafe.Pointer(t)

		name := symName.name()
",possible misuse of unsafe.Pointer,runtime
91,91,91,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,print.go,297.0,"		val := *(*uintptr)(unsafe.Pointer(p + i))
","				markbuf[0] = ' '
			}
		}
		gwrite(markbuf[:])
		val := *(*uintptr)(unsafe.Pointer(p + i))
		p1(val)
		print("" "")

		// Can we symbolize val?
		fn := findfunc(val)
",possible misuse of unsafe.Pointer,runtime
92,92,92,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,runtime1.go,470.0,"	sections := []unsafe.Pointer{unsafe.Pointer(modules[0].types)}
","
//go:linkname reflect_typelinks reflect.typelinks
func reflect_typelinks() ([]unsafe.Pointer, [][]int32) {
	modules := activeModules()
	sections := []unsafe.Pointer{unsafe.Pointer(modules[0].types)}
	ret := [][]int32{modules[0].typelinks}
	for _, md := range modules[1:] {
		sections = append(sections, unsafe.Pointer(md.types))
		ret = append(ret, md.typelinks)
	}
",possible misuse of unsafe.Pointer,runtime
93,93,93,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,runtime1.go,473.0,"		sections = append(sections, unsafe.Pointer(md.types))
","	modules := activeModules()
	sections := []unsafe.Pointer{unsafe.Pointer(modules[0].types)}
	ret := [][]int32{modules[0].typelinks}
	for _, md := range modules[1:] {
		sections = append(sections, unsafe.Pointer(md.types))
		ret = append(ret, md.typelinks)
	}
	return sections, ret
}

",possible misuse of unsafe.Pointer,runtime
94,94,94,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,os_linux.go,69.0,"	*(*int32)(unsafe.Pointer(uintptr(0x1006))) = 0x1006
","	systemstack(func() {
		print(""futexwakeup addr="", addr, "" returned "", ret, ""\n"")
	})

	*(*int32)(unsafe.Pointer(uintptr(0x1006))) = 0x1006
}

func getproccount() int32 {
	// This buffer is huge (8 kB) but we are on the system stack
	// and there should be plenty of space (64 kB).
",possible misuse of unsafe.Pointer,runtime
95,95,95,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,os_linux.go,141.0,"	stk := unsafe.Pointer(mp.g0.stack.hi)
","
// May run with m.p==nil, so write barriers are not allowed.
//go:nowritebarrier
func newosproc(mp *m) {
	stk := unsafe.Pointer(mp.g0.stack.hi)
	/*
	 * note: strace gets confused if we use CLONE_PTRACE here.
	 */
	if false {
		print(""newosproc stk="", stk, "" m="", mp, "" g="", mp.g0, "" clone="", funcPC(clone), "" id="", mp.id, "" ostk="", &mp, ""\n"")
",possible misuse of unsafe.Pointer,runtime
96,96,96,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,os_linux.go,153.0,"	ret := clone(cloneFlags, stk, unsafe.Pointer(mp), unsafe.Pointer(mp.g0), unsafe.Pointer(funcPC(mstart)))
","	// Disable signals during clone, so that the new thread starts
	// with signals disabled. It will enable them in minit.
	var oset sigset
	sigprocmask(_SIG_SETMASK, &sigset_all, &oset)
	ret := clone(cloneFlags, stk, unsafe.Pointer(mp), unsafe.Pointer(mp.g0), unsafe.Pointer(funcPC(mstart)))
	sigprocmask(_SIG_SETMASK, &oset, nil)

	if ret < 0 {
		print(""runtime: failed to create new OS thread (have "", mcount(), "" already; errno="", -ret, "")\n"")
		if ret == -_EAGAIN {
",possible misuse of unsafe.Pointer,runtime
97,97,97,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,os_linux.go,260.0,"			startupRandomData = (*[16]byte)(unsafe.Pointer(val))[:]
","		switch tag {
		case _AT_RANDOM:
			// The kernel provides a pointer to 16-bytes
			// worth of random data.
			startupRandomData = (*[16]byte)(unsafe.Pointer(val))[:]

		case _AT_PAGESZ:
			physPageSize = val
		}

",possible misuse of unsafe.Pointer,runtime
98,98,98,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,os_linux.go,497.0,"		atomic.Cas((*uint32)(unsafe.Pointer(mp.gsignal.stack.hi-4)), 0, 0)
","
// signalM sends a signal to mp.
func signalM(mp *m, sig int) {
	if atomic.Load(&touchStackBeforeSignal) != 0 {
		atomic.Cas((*uint32)(unsafe.Pointer(mp.gsignal.stack.hi-4)), 0, 0)
	}
	tgkill(getpid(), int(mp.procid), sig)
}
",possible misuse of unsafe.Pointer,runtime
99,99,99,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,runtime2.go,259.0,"func (gp guintptr) ptr() *g { return (*g)(unsafe.Pointer(gp)) }
","// alternate arena. Using guintptr doesn't make that problem any worse.
type guintptr uintptr

//go:nosplit
func (gp guintptr) ptr() *g { return (*g)(unsafe.Pointer(gp)) }

//go:nosplit
func (gp *guintptr) set(g *g) { *gp = guintptr(unsafe.Pointer(g)) }

//go:nosplit
",possible misuse of unsafe.Pointer,runtime
100,100,100,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,runtime2.go,280.0,"func (pp puintptr) ptr() *p { return (*p)(unsafe.Pointer(pp)) }
","
type puintptr uintptr

//go:nosplit
func (pp puintptr) ptr() *p { return (*p)(unsafe.Pointer(pp)) }

//go:nosplit
func (pp *puintptr) set(p *p) { *pp = puintptr(unsafe.Pointer(p)) }

// muintptr is a *m that is not tracked by the garbage collector.
",possible misuse of unsafe.Pointer,runtime
101,101,101,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,runtime2.go,297.0,"func (mp muintptr) ptr() *m { return (*m)(unsafe.Pointer(mp)) }
","//    ensure it is not in use when the last true *m is released.
type muintptr uintptr

//go:nosplit
func (mp muintptr) ptr() *m { return (*m)(unsafe.Pointer(mp)) }

//go:nosplit
func (mp *muintptr) set(m *m) { *mp = muintptr(unsafe.Pointer(m)) }

// setMNoWB performs *mp = new without a write barrier.
",possible misuse of unsafe.Pointer,runtime
102,102,102,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,247.0,"		*(*uintptr)(deferArgs(d)) = *(*uintptr)(unsafe.Pointer(argp))
","	switch siz {
	case 0:
		// Do nothing.
	case sys.PtrSize:
		*(*uintptr)(deferArgs(d)) = *(*uintptr)(unsafe.Pointer(argp))
	default:
		memmove(deferArgs(d), unsafe.Pointer(argp), uintptr(siz))
	}

	// deferproc returns 0 normally.
",possible misuse of unsafe.Pointer,runtime
103,103,103,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,249.0,"		memmove(deferArgs(d), unsafe.Pointer(argp), uintptr(siz))
","		// Do nothing.
	case sys.PtrSize:
		*(*uintptr)(deferArgs(d)) = *(*uintptr)(unsafe.Pointer(argp))
	default:
		memmove(deferArgs(d), unsafe.Pointer(argp), uintptr(siz))
	}

	// deferproc returns 0 normally.
	// a deferred func that stops a panic
	// makes the deferproc return 1.
",possible misuse of unsafe.Pointer,runtime
104,104,104,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,596.0,"	addOneOpenDeferFrame(gp, getcallerpc(), unsafe.Pointer(getcallersp()))
","	p.goexit = true
	p.link = gp._panic
	gp._panic = (*_panic)(noescape(unsafe.Pointer(&p)))

	addOneOpenDeferFrame(gp, getcallerpc(), unsafe.Pointer(getcallersp()))
	for {
		d := gp._defer
		if d == nil {
			break
		}
",possible misuse of unsafe.Pointer,runtime
105,105,105,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,628.0,"				addOneOpenDeferFrame(gp, getcallerpc(), unsafe.Pointer(getcallersp()))
","			if p.aborted {
				// Since our current defer caused a panic and may
				// have been already freed, just restart scanning
				// for open-coded defers from this frame again.
				addOneOpenDeferFrame(gp, getcallerpc(), unsafe.Pointer(getcallersp()))
			} else {
				addOneOpenDeferFrame(gp, 0, nil)
			}
		} else {

",possible misuse of unsafe.Pointer,runtime
106,106,106,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,718.0,"		sp = unsafe.Pointer(prevDefer.sp)
","	var prevDefer *_defer
	if sp == nil {
		prevDefer = gp._defer
		pc = prevDefer.framepc
		sp = unsafe.Pointer(prevDefer.sp)
	}
	systemstack(func() {
		gentraceback(pc, uintptr(sp), 0, gp, 0, nil, 0x7fffffff,
			func(frame *stkframe, unused unsafe.Pointer) bool {
				if prevDefer != nil && prevDefer.sp == frame.sp {
",possible misuse of unsafe.Pointer,runtime
