,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,text,context,line_number,column,absolute_offset,match_type,context_type,file_name,file_loc,file_byte_size,package_import_path,module_path,module_version,project_name,label,label2
134,134,134,134,134,134,1498,out.XListMapKeys = *(*[]string)(unsafe.Pointer(&in.XListMapKeys)),"	}
	out.Nullable = in.Nullable
	out.XPreserveUnknownFields = (*bool)(unsafe.Pointer(in.XPreserveUnknownFields))
	out.XEmbeddedResource = in.XEmbeddedResource
	out.XIntOrString = in.XIntOrString
	out.XListMapKeys = *(*[]string)(unsafe.Pointer(&in.XListMapKeys))
	out.XListType = (*string)(unsafe.Pointer(in.XListType))
	out.XMapType = (*string)(unsafe.Pointer(in.XMapType))
	return nil
}
",878.0,34.0,48758.0,unsafe.Pointer,assignment,zz_generated.conversion.go,1274.0,64267.0,k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/v1,k8s.io/apiextensions-apiserver,v0.18.3,cilium/cilium,cast-struct,efficiency
135,135,135,135,135,135,1499,out.ReadinessGates = *(*[]v1.PodReadinessGate)(unsafe.Pointer(&in.ReadinessGates)),"	out.HostAliases = *(*[]v1.HostAlias)(unsafe.Pointer(&in.HostAliases))
	out.PriorityClassName = in.PriorityClassName
	out.Priority = (*int32)(unsafe.Pointer(in.Priority))
	out.PreemptionPolicy = (*v1.PreemptionPolicy)(unsafe.Pointer(in.PreemptionPolicy))
	out.DNSConfig = (*v1.PodDNSConfig)(unsafe.Pointer(in.DNSConfig))
	out.ReadinessGates = *(*[]v1.PodReadinessGate)(unsafe.Pointer(&in.ReadinessGates))
	out.RuntimeClassName = (*string)(unsafe.Pointer(in.RuntimeClassName))
	out.Overhead = *(*v1.ResourceList)(unsafe.Pointer(&in.Overhead))
	out.EnableServiceLinks = (*bool)(unsafe.Pointer(in.EnableServiceLinks))
	out.TopologySpreadConstraints = *(*[]v1.TopologySpreadConstraint)(unsafe.Pointer(&in.TopologySpreadConstraints))
	return nil",6098.0,49.0,331039.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
136,136,136,136,136,136,1505,func (codec *uint64Codec) IsEmpty(ptr unsafe.Pointer) bool {,"
func (codec *uint64Codec) Encode(ptr unsafe.Pointer, stream *Stream) {
	stream.WriteUint64(*((*uint64)(ptr)))
}

func (codec *uint64Codec) IsEmpty(ptr unsafe.Pointer) bool {
	return *((*uint64)(ptr)) == 0
}

type float32Codec struct {
}",353.0,39.0,8839.0,unsafe.Pointer,parameter,reflect_native.go,453.0,11153.0,github.com/json-iterator/go,github.com/json-iterator/go,v1.1.7,elastic/beats,cast-basic,serialization
137,137,137,137,137,137,1512,unaligned := brokenUnaligned && uintptr(unsafe.Pointer(&value[0]))&3 != 0,"func (b *Bucket) openBucket(value []byte) *Bucket {
	var child = newBucket(b.tx)

	// If unaligned load/stores are broken on this arch and value is
	// unaligned simply clone to an aligned byte array.
	unaligned := brokenUnaligned && uintptr(unsafe.Pointer(&value[0]))&3 != 0

	if unaligned {
		value = cloneBytes(value)
	}
",128.0,42.0,3552.0,unsafe.Pointer,assignment,bucket.go,775.0,21323.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.3,kubernetes/kubernetes,pointer-arithmetic,layout
138,138,138,138,138,138,1519,"func (decoder *sliceDecoder) doDecode(ptr unsafe.Pointer, iter *Iterator) {","	if iter.Error != nil && iter.Error != io.EOF {
		iter.Error = fmt.Errorf(""%v: %s"", decoder.sliceType, iter.Error.Error())
	}
}

func (decoder *sliceDecoder) doDecode(ptr unsafe.Pointer, iter *Iterator) {
	c := iter.nextToken()
	sliceType := decoder.sliceType
	if c == 'n' {
		iter.skipThreeBytes('u', 'l', 'l')
		sliceType.UnsafeSetNil(ptr)",66.0,43.0,1785.0,unsafe.Pointer,parameter,reflect_slice.go,99.0,2662.0,github.com/json-iterator/go,github.com/json-iterator/go,v1.1.9,kubernetes/kubernetes,delegate,serialization
139,139,139,139,139,139,1558,s := (*[sizeofGroupReq]byte)(unsafe.Pointer(&gr)),"	}
	gr.setGroup(grp)
	var b []byte
	if compatFreeBSD32 {
		var d [sizeofGroupReq + 4]byte
		s := (*[sizeofGroupReq]byte)(unsafe.Pointer(&gr))
		copy(d[:4], s[:4])
		copy(d[8:], s[4:])
		b = d[:]
	} else {
		b = (*[sizeofGroupReq]byte)(unsafe.Pointer(&gr))[:sizeofGroupReq]",27.0,32.0,613.0,unsafe.Pointer,assignment,sys_ssmreq.go,54.0,1304.0,golang.org/x/net/ipv6,golang.org/x/net,v0.0.0-20200226121028-0de0cce0169b,rook/rook,cast-bytes,serialization
140,140,140,140,140,140,1561,out.LabelSelector = (*metav1.LabelSelector)(unsafe.Pointer(in.LabelSelector)),"
func autoConvert_core_TopologySpreadConstraint_To_v1_TopologySpreadConstraint(in *core.TopologySpreadConstraint, out *v1.TopologySpreadConstraint, s conversion.Scope) error {
	out.MaxSkew = in.MaxSkew
	out.TopologyKey = in.TopologyKey
	out.WhenUnsatisfiable = v1.UnsatisfiableConstraintAction(in.WhenUnsatisfiable)
	out.LabelSelector = (*metav1.LabelSelector)(unsafe.Pointer(in.LabelSelector))
	return nil
}

// Convert_core_TopologySpreadConstraint_To_v1_TopologySpreadConstraint is an autogenerated conversion function.
func Convert_core_TopologySpreadConstraint_To_v1_TopologySpreadConstraint(in *core.TopologySpreadConstraint, out *v1.TopologySpreadConstraint, s conversion.Scope) error {",7782.0,46.0,413454.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-struct,efficiency
141,141,141,141,141,141,1562,"func MapUnsafePointer(fn func(unsafe.Pointer) unsafe.Pointer, a []unsafe.Pointer) {","		a[i] = fn(a[i])
	}
	return
}

func MapUnsafePointer(fn func(unsafe.Pointer) unsafe.Pointer, a []unsafe.Pointer) {
	for i := range a {
		a[i] = fn(a[i])
	}
	return
}",126.0,31.0,1832.0,unsafe.Pointer,parameter,generic_map.go,1709.0,30467.0,gorgonia.org/tensor/internal/execution,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,delegate,ffi
142,142,142,142,142,142,1565,"func (encoder *numericMapKeyEncoder) Encode(ptr unsafe.Pointer, stream *Stream) {","
type numericMapKeyEncoder struct {
	encoder ValEncoder
}

func (encoder *numericMapKeyEncoder) Encode(ptr unsafe.Pointer, stream *Stream) {
	stream.writeByte('""')
	encoder.encoder.Encode(ptr, stream)
	stream.writeByte('""')
}
",220.0,49.0,5828.0,unsafe.Pointer,parameter,reflect_map.go,346.0,9303.0,github.com/json-iterator/go,github.com/json-iterator/go,v1.1.9,kubernetes/kubernetes,delegate,serialization
143,143,143,143,143,143,1594,out.Capacity = *(*core.ResourceList)(unsafe.Pointer(&in.Capacity)),"func Convert_url_Values_To_v1_NodeProxyOptions(in *url.Values, out *v1.NodeProxyOptions, s conversion.Scope) error {
	return autoConvert_url_Values_To_v1_NodeProxyOptions(in, out, s)
}

func autoConvert_v1_NodeResources_To_core_NodeResources(in *v1.NodeResources, out *core.NodeResources, s conversion.Scope) error {
	out.Capacity = *(*core.ResourceList)(unsafe.Pointer(&in.Capacity))
	return nil
}

// Convert_v1_NodeResources_To_core_NodeResources is an autogenerated conversion function.
func Convert_v1_NodeResources_To_core_NodeResources(in *v1.NodeResources, out *core.NodeResources, s conversion.Scope) error {",4726.0,39.0,262586.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
144,144,144,144,144,144,1595,"atomic.CompareAndSwapPointer(&m.p, nil, (unsafe.Pointer)(w))","func (m *atomicNilMessage) Init(mi *MessageInfo) *messageReflectWrapper {
	if p := atomic.LoadPointer(&m.p); p != nil {
		return (*messageReflectWrapper)(p)
	}
	w := &messageReflectWrapper{mi: mi}
	atomic.CompareAndSwapPointer(&m.p, nil, (unsafe.Pointer)(w))
	return (*messageReflectWrapper)(atomic.LoadPointer(&m.p))
}",171.0,43.0,6831.0,unsafe.Pointer,call,pointer_unsafe.go,173.0,6912.0,google.golang.org/protobuf/internal/impl,google.golang.org/protobuf,v1.23.0,kubernetes/kubernetes,delegate,atomic
145,145,145,145,145,145,1611,typ  unsafe.Pointer,"	""reflect""
	""unsafe""
)

type emptyInterface struct {
	typ  unsafe.Pointer
	word unsafe.Pointer
}

func Str2Bytes(s string) []byte {
	sh := (*reflect.StringHeader)(unsafe.Pointer(&s))",26.0,7.0,878.0,unsafe.Pointer,variable,unsafe.go,79.0,2679.0,github.com/elastic/go-structform/internal/unsafe,github.com/elastic/go-structform,v0.0.6,elastic/beats,definition,serialization
146,146,146,146,146,146,1612,"Data: uintptr(unsafe.Pointer(&data[i])),","		stride := t.Strides()[axis]
		upper := ProdInts(t.Shape()[:axis+1])
		retVal = make([][]uint64, 0, upper)
		for i, r := 0, 0; r < upper; i += stride {
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[i])),
				Len:  stride,
				Cap:  stride,
			}
			retVal = append(retVal, *(*[]uint64)(unsafe.Pointer(hdr)))
			r++",434.0,19.0,9993.0,unsafe.Pointer,assignment,iterator_native2.go,635.0,14599.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,cast-header,efficiency
147,147,147,147,147,147,1613,return ((*[0x7FFFFFF]branchPageElement)(unsafe.Pointer(&p.ptr)))[:],"// branchPageElements retrieves a list of branch nodes.
func (p *page) branchPageElements() []branchPageElement {
	if p.count == 0 {
		return nil
	}
	return ((*[0x7FFFFFF]branchPageElement)(unsafe.Pointer(&p.ptr)))[:]
}

// dump writes n bytes of the page to STDERR as hex output.
func (p *page) hexdump(n int) {
	buf := (*[maxAllocSize]byte)(unsafe.Pointer(p))[:n]",81.0,42.0,1883.0,unsafe.Pointer,assignment,page.go,197.0,4889.0,github.com/coreos/bbolt,github.com/coreos/bbolt,v1.3.1-coreos.6.0.20180318001526-af9db2027c98,elastic/beats,cast-struct,efficiency
148,148,148,148,148,148,1615,out.SecretRef = (*v1.SecretReference)(unsafe.Pointer(in.SecretRef)),"	out.RBDImage = in.RBDImage
	out.FSType = in.FSType
	out.RBDPool = in.RBDPool
	out.RadosUser = in.RadosUser
	out.Keyring = in.Keyring
	out.SecretRef = (*v1.SecretReference)(unsafe.Pointer(in.SecretRef))
	out.ReadOnly = in.ReadOnly
	return nil
}

// Convert_core_RBDPersistentVolumeSource_To_v1_RBDPersistentVolumeSource is an autogenerated conversion function.",6475.0,40.0,348093.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-struct,efficiency
149,149,149,149,149,149,1617,out.Args = *(*[]string)(unsafe.Pointer(&in.Args)),"
func autoConvert_v1_Container_To_core_Container(in *v1.Container, out *core.Container, s conversion.Scope) error {
	out.Name = in.Name
	out.Image = in.Image
	out.Command = *(*[]string)(unsafe.Pointer(&in.Command))
	out.Args = *(*[]string)(unsafe.Pointer(&in.Args))
	out.WorkingDir = in.WorkingDir
	out.Ports = *(*[]core.ContainerPort)(unsafe.Pointer(&in.Ports))
	out.EnvFrom = *(*[]core.EnvFromSource)(unsafe.Pointer(&in.EnvFrom))
	out.Env = *(*[]core.EnvVar)(unsafe.Pointer(&in.Env))
	if err := Convert_v1_ResourceRequirements_To_core_ResourceRequirements(&in.Resources, &out.Resources, s); err != nil {",2833.0,26.0,170344.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
150,150,150,150,150,150,1618,"_, err := bpfCall(cmd, unsafe.Pointer(attr), unsafe.Sizeof(*attr))","		return newBPFFD(uint32(fd)), nil
	}
}

func bpfProgAlter(cmd int, attr *bpfProgAlterAttr) error {
	_, err := bpfCall(cmd, unsafe.Pointer(attr), unsafe.Sizeof(*attr))
	return err
}

func bpfMapCreate(attr *bpfMapCreateAttr) (*bpfFD, error) {
	fd, err := bpfCall(_MapCreate, unsafe.Pointer(attr), unsafe.Sizeof(*attr))",216.0,25.0,4390.0,unsafe.Pointer,assignment,syscalls.go,420.0,9021.0,github.com/cilium/ebpf,github.com/cilium/ebpf,v0.0.0-20191113100448-d9fb101ca1fb,kubernetes/kubernetes,delegate,ffi
151,151,151,151,151,151,1621,out.Minimum = (*float64)(unsafe.Pointer(in.Minimum)),"	} else {
		out.Default = nil
	}
	out.Maximum = (*float64)(unsafe.Pointer(in.Maximum))
	out.ExclusiveMaximum = in.ExclusiveMaximum
	out.Minimum = (*float64)(unsafe.Pointer(in.Minimum))
	out.ExclusiveMinimum = in.ExclusiveMinimum
	out.MaxLength = (*int64)(unsafe.Pointer(in.MaxLength))
	out.MinLength = (*int64)(unsafe.Pointer(in.MinLength))
	out.Pattern = in.Pattern
	out.MaxItems = (*int64)(unsafe.Pointer(in.MaxItems))",720.0,27.0,43596.0,unsafe.Pointer,assignment,zz_generated.conversion.go,1274.0,64267.0,k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/v1,k8s.io/apiextensions-apiserver,v0.18.0,rancher/rancher,cast-basic,efficiency
152,152,152,152,152,152,1624,out.Plugins = *(*[]AdmissionPluginConfiguration)(unsafe.Pointer(&in.Plugins)),"func Convert_v1alpha1_AdmissionConfiguration_To_apiserver_AdmissionConfiguration(in *AdmissionConfiguration, out *apiserver.AdmissionConfiguration, s conversion.Scope) error {
	return autoConvert_v1alpha1_AdmissionConfiguration_To_apiserver_AdmissionConfiguration(in, out, s)
}

func autoConvert_apiserver_AdmissionConfiguration_To_v1alpha1_AdmissionConfiguration(in *apiserver.AdmissionConfiguration, out *AdmissionConfiguration, s conversion.Scope) error {
	out.Plugins = *(*[]AdmissionPluginConfiguration)(unsafe.Pointer(&in.Plugins))
	return nil
}

// Convert_apiserver_AdmissionConfiguration_To_v1alpha1_AdmissionConfiguration is an autogenerated conversion function.
func Convert_apiserver_AdmissionConfiguration_To_v1alpha1_AdmissionConfiguration(in *apiserver.AdmissionConfiguration, out *AdmissionConfiguration, s conversion.Scope) error {",142.0,51.0,7889.0,unsafe.Pointer,assignment,zz_generated.conversion.go,329.0,18109.0,k8s.io/apiserver/pkg/apis/apiserver/v1alpha1,k8s.io/apiserver,v0.18.0,rancher/rancher,cast-struct,efficiency
153,153,153,153,153,153,1626,out.ReadinessGates = *(*[]core.PodReadinessGate)(unsafe.Pointer(&in.ReadinessGates)),"	out.Tolerations = *(*[]core.Toleration)(unsafe.Pointer(&in.Tolerations))
	out.HostAliases = *(*[]core.HostAlias)(unsafe.Pointer(&in.HostAliases))
	out.PriorityClassName = in.PriorityClassName
	out.Priority = (*int32)(unsafe.Pointer(in.Priority))
	out.DNSConfig = (*core.PodDNSConfig)(unsafe.Pointer(in.DNSConfig))
	out.ReadinessGates = *(*[]core.PodReadinessGate)(unsafe.Pointer(&in.ReadinessGates))
	out.RuntimeClassName = (*string)(unsafe.Pointer(in.RuntimeClassName))
	out.EnableServiceLinks = (*bool)(unsafe.Pointer(in.EnableServiceLinks))
	out.PreemptionPolicy = (*core.PreemptionPolicy)(unsafe.Pointer(in.PreemptionPolicy))
	out.Overhead = *(*core.ResourceList)(unsafe.Pointer(&in.Overhead))
	out.TopologySpreadConstraints = *(*[]core.TopologySpreadConstraint)(unsafe.Pointer(&in.TopologySpreadConstraints))",6042.0,51.0,328196.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-struct,efficiency
154,154,154,154,154,154,1627,"func (codec *jsoniterRawMessageCodec) Encode(ptr unsafe.Pointer, stream *Stream) {","
func (codec *jsoniterRawMessageCodec) Decode(ptr unsafe.Pointer, iter *Iterator) {
	*((*RawMessage)(ptr)) = RawMessage(iter.SkipAndReturnBytes())
}

func (codec *jsoniterRawMessageCodec) Encode(ptr unsafe.Pointer, stream *Stream) {
	stream.WriteRaw(string(*((*RawMessage)(ptr))))
}

func (codec *jsoniterRawMessageCodec) IsEmpty(ptr unsafe.Pointer) bool {
	return len(*((*RawMessage)(ptr))) == 0",54.0,50.0,1393.0,unsafe.Pointer,parameter,reflect_json_raw_message.go,60.0,1593.0,github.com/json-iterator/go,github.com/json-iterator/go,v1.1.9,kubernetes/kubernetes,cast-struct,serialization
155,155,155,155,155,155,1656,return (*(*[SizeofXfrmEncapTmpl]byte)(unsafe.Pointer(msg)))[:],"func DeserializeXfrmEncapTmpl(b []byte) *XfrmEncapTmpl {
	return (*XfrmEncapTmpl)(unsafe.Pointer(&b[0:SizeofXfrmEncapTmpl][0]))
}

func (msg *XfrmEncapTmpl) Serialize() []byte {
	return (*(*[SizeofXfrmEncapTmpl]byte)(unsafe.Pointer(msg)))[:]
}

// struct xfrm_usersa_flush {
//    __u8 proto;
// };",288.0,40.0,6751.0,unsafe.Pointer,assignment,xfrm_state_linux.go,334.0,7847.0,github.com/vishvananda/netlink/nl,github.com/vishvananda/netlink,v1.0.1-0.20190913165827-36d367fd76f9,weaveworks/scope,cast-bytes,serialization
156,156,156,156,156,156,1657,"n, _, errno := syscall.Syscall(syscall.SYS_RECVMSG, s, uintptr(unsafe.Pointer(h)), uintptr(flags))","	_, _, errno := syscall.Syscall6(syscall.SYS_SETSOCKOPT, s, uintptr(level), uintptr(name), uintptr(unsafe.Pointer(&b[0])), uintptr(len(b)), 0)
	return errnoErr(errno)
}

func recvmsg(s uintptr, h *msghdr, flags int) (int, error) {
	n, _, errno := syscall.Syscall(syscall.SYS_RECVMSG, s, uintptr(unsafe.Pointer(h)), uintptr(flags))
	return int(n), errnoErr(errno)
}

func sendmsg(s uintptr, h *msghdr, flags int) (int, error) {
	n, _, errno := syscall.Syscall(syscall.SYS_SENDMSG, s, uintptr(unsafe.Pointer(h)), uintptr(flags))",26.0,65.0,908.0,unsafe.Pointer,assignment,sys_unix.go,33.0,1174.0,golang.org/x/net/internal/socket,golang.org/x/net,v0.0.0-20200501053045-e0ff5e5a1de5,mattermost/mattermost-server,syscall,no-gc
157,157,157,157,157,157,1661,al.fheader = (*reflect.SliceHeader)(unsafe.Pointer(&al.fptrs)),"	if al.top == len(al.nptrs)-1 {
		al.top = 0
		al.nptrs = make([]LValue, al.size)
		al.nheader = (*reflect.SliceHeader)(unsafe.Pointer(&al.nptrs))
		al.fptrs = make([]float64, al.size)
		al.fheader = (*reflect.SliceHeader)(unsafe.Pointer(&al.fptrs))
	}
	fptr := (*float64)(unsafe.Pointer(al.fheader.Data + uintptr(al.top)*unsafe.Sizeof(_fv)))
	e := *(*LValue)(unsafe.Pointer(al.nheader.Data + uintptr(al.top)*unsafe.Sizeof(_uv)))
	al.top++
",62.0,39.0,1474.0,unsafe.Pointer,assignment,alloc.go,73.0,1818.0,github.com/yuin/gopher-lua,github.com/yuin/gopher-lua,v0.0.0-20170403160031-b402f3114ec7,elastic/beats,cast-header,efficiency
158,158,158,158,158,158,1666,"Data: uintptr(unsafe.Pointer(&data[start])),","	for i := range retVal {
		retVal[i] = make([][]uint16, rows)
		for j := range retVal[i] {
			start := i*layerStride + j*rowStride
			hdr := &reflect.SliceHeader{
				Data: uintptr(unsafe.Pointer(&data[start])),
				Len:  cols,
				Cap:  cols,
			}
			retVal[i][j] = *(*[]uint16)(unsafe.Pointer(hdr))
		}",654.0,19.0,16726.0,unsafe.Pointer,assignment,iterator_native.go,1152.0,29736.0,gorgonia.org/tensor/native,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,cast-header,efficiency
159,159,159,159,159,159,1667,out.Resources = *(*[]string)(unsafe.Pointer(&in.Resources)),"	return autoConvert_audit_EventList_To_v1_EventList(in, out, s)
}

func autoConvert_v1_GroupResources_To_audit_GroupResources(in *GroupResources, out *audit.GroupResources, s conversion.Scope) error {
	out.Group = in.Group
	out.Resources = *(*[]string)(unsafe.Pointer(&in.Resources))
	out.ResourceNames = *(*[]string)(unsafe.Pointer(&in.ResourceNames))
	return nil
}

// Convert_v1_GroupResources_To_audit_GroupResources is an autogenerated conversion function.",188.0,31.0,8479.0,unsafe.Pointer,assignment,zz_generated.conversion.go,322.0,14652.0,k8s.io/apiserver/pkg/apis/audit/v1,k8s.io/apiserver,v0.18.0,rancher/rancher,cast-struct,efficiency
160,160,160,160,160,160,1669,out.SecretRef = (*v1.LocalObjectReference)(unsafe.Pointer(in.SecretRef)),"func autoConvert_core_CephFSVolumeSource_To_v1_CephFSVolumeSource(in *core.CephFSVolumeSource, out *v1.CephFSVolumeSource, s conversion.Scope) error {
	out.Monitors = *(*[]string)(unsafe.Pointer(&in.Monitors))
	out.Path = in.Path
	out.User = in.User
	out.SecretFile = in.SecretFile
	out.SecretRef = (*v1.LocalObjectReference)(unsafe.Pointer(in.SecretRef))
	out.ReadOnly = in.ReadOnly
	return nil
}

// Convert_core_CephFSVolumeSource_To_v1_CephFSVolumeSource is an autogenerated conversion function.",2491.0,45.0,152328.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
161,161,161,161,161,161,1670,out.RunAsGroup = (*int64)(unsafe.Pointer(in.RunAsGroup)),"	// INFO: in.HostIPC opted out of conversion generation
	// INFO: in.ShareProcessNamespace opted out of conversion generation
	out.SELinuxOptions = (*v1.SELinuxOptions)(unsafe.Pointer(in.SELinuxOptions))
	out.WindowsOptions = (*v1.WindowsSecurityContextOptions)(unsafe.Pointer(in.WindowsOptions))
	out.RunAsUser = (*int64)(unsafe.Pointer(in.RunAsUser))
	out.RunAsGroup = (*int64)(unsafe.Pointer(in.RunAsGroup))
	out.RunAsNonRoot = (*bool)(unsafe.Pointer(in.RunAsNonRoot))
	out.SupplementalGroups = *(*[]int64)(unsafe.Pointer(&in.SupplementalGroups))
	out.FSGroup = (*int64)(unsafe.Pointer(in.FSGroup))
	out.Sysctls = *(*[]v1.Sysctl)(unsafe.Pointer(&in.Sysctls))
	return nil",5966.0,28.0,324468.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-basic,efficiency
162,162,162,162,162,162,1672,buf := (*[8]byte)(unsafe.Pointer(&val))[:],"		if err == context.Canceled {
			// Initiate active wakeup on ev.wakeupfd, and wait for
			// doPoll to return. doPoll might miss this signal,
			// but that's okay: see below.
			val := uint64(1)
			buf := (*[8]byte)(unsafe.Pointer(&val))[:]
			unix.Write(ev.wakeupfd, buf)
			active = true
		}
		<-ev.pollresp
",114.0,22.0,3402.0,unsafe.Pointer,assignment,record.go,1533.0,45288.0,github.com/elastic/go-perf,github.com/elastic/go-perf,v0.0.0-20191212140718-9c656876f595,elastic/beats,cast-bytes,serialization
163,163,163,163,163,163,1673,child.bucket = (*bucket)(unsafe.Pointer(&value[0])),"	// Read-only transactions can point directly at the mmap entry.
	if b.tx.writable && !unaligned {
		child.bucket = &bucket{}
		*child.bucket = *(*bucket)(unsafe.Pointer(&value[0]))
	} else {
		child.bucket = (*bucket)(unsafe.Pointer(&value[0]))
	}

	// Save a reference to the inline page if the bucket is inline.
	if child.root == 0 {
		child.page = (*page)(unsafe.Pointer(&value[bucketHeaderSize]))",140.0,28.0,3930.0,unsafe.Pointer,assignment,bucket.go,775.0,21322.0,github.com/coreos/bbolt,github.com/coreos/bbolt,v1.3.1-coreos.6.0.20180318001526-af9db2027c98,elastic/beats,cast-struct,efficiency
164,164,164,164,164,164,1682,"func (decoder *placeholderDecoder) Decode(ptr unsafe.Pointer, iter *Iterator) {","
type placeholderDecoder struct {
	decoder ValDecoder
}

func (decoder *placeholderDecoder) Decode(ptr unsafe.Pointer, iter *Iterator) {
	decoder.decoder.Decode(ptr, iter)
}

type placeholderEncoder struct {
	encoder ValEncoder",323.0,47.0,8366.0,unsafe.Pointer,parameter,reflect.go,337.0,8723.0,github.com/json-iterator/go,github.com/json-iterator/go,v1.1.8,rook/rook,delegate,serialization
165,165,165,165,165,165,1696,out.ResponseStatus = (*metav1.Status)(unsafe.Pointer(in.ResponseStatus)),"	out.User = in.User
	out.ImpersonatedUser = (*authenticationv1.UserInfo)(unsafe.Pointer(in.ImpersonatedUser))
	out.SourceIPs = *(*[]string)(unsafe.Pointer(&in.SourceIPs))
	out.UserAgent = in.UserAgent
	out.ObjectRef = (*ObjectReference)(unsafe.Pointer(in.ObjectRef))
	out.ResponseStatus = (*metav1.Status)(unsafe.Pointer(in.ResponseStatus))
	out.RequestObject = (*runtime.Unknown)(unsafe.Pointer(in.RequestObject))
	out.ResponseObject = (*runtime.Unknown)(unsafe.Pointer(in.ResponseObject))
	out.RequestReceivedTimestamp = in.RequestReceivedTimestamp
	out.StageTimestamp = in.StageTimestamp
	out.Annotations = *(*map[string]string)(unsafe.Pointer(&in.Annotations))",150.0,40.0,6744.0,unsafe.Pointer,assignment,zz_generated.conversion.go,322.0,14652.0,k8s.io/apiserver/pkg/apis/audit/v1,k8s.io/apiserver,v0.18.0,rancher/rancher,cast-struct,efficiency
166,166,166,166,166,166,1698,out.Mode = (*int32)(unsafe.Pointer(in.Mode)),"}

func autoConvert_v1_KeyToPath_To_core_KeyToPath(in *v1.KeyToPath, out *core.KeyToPath, s conversion.Scope) error {
	out.Key = in.Key
	out.Path = in.Path
	out.Mode = (*int32)(unsafe.Pointer(in.Mode))
	return nil
}

// Convert_v1_KeyToPath_To_core_KeyToPath is an autogenerated conversion function.
func Convert_v1_KeyToPath_To_core_KeyToPath(in *v1.KeyToPath, out *core.KeyToPath, s conversion.Scope) error {",4054.0,22.0,231303.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-basic,efficiency
167,167,167,167,167,167,1699,"func (codec *jsonNumberCodec) Decode(ptr unsafe.Pointer, iter *Iterator) {","}

type jsonNumberCodec struct {
}

func (codec *jsonNumberCodec) Decode(ptr unsafe.Pointer, iter *Iterator) {
	switch iter.WhatIsNext() {
	case StringValue:
		*((*json.Number)(ptr)) = json.Number(iter.ReadString())
	case NilValue:
		iter.skipFourBytes('n', 'u', 'l', 'l')",61.0,42.0,1378.0,unsafe.Pointer,parameter,reflect_json_number.go,112.0,2694.0,github.com/json-iterator/go,github.com/json-iterator/go,v1.1.9,kubernetes/kubernetes,cast-struct,serialization
168,168,168,168,168,168,1730,b := (*[sizeofICMPv6Filter]byte)(unsafe.Pointer(f))[:sizeofICMPv6Filter],"	}
	return (*ICMPFilter)(unsafe.Pointer(&b[0])), nil
}

func (so *sockOpt) setICMPFilter(c *socket.Conn, f *ICMPFilter) error {
	b := (*[sizeofICMPv6Filter]byte)(unsafe.Pointer(f))[:sizeofICMPv6Filter]
	return so.Set(c, b)
}

func (so *sockOpt) getMTUInfo(c *socket.Conn) (*net.Interface, int, error) {
	b := make([]byte, so.Len)",47.0,35.0,1076.0,unsafe.Pointer,assignment,sockopt_posix.go,89.0,2199.0,golang.org/x/net/ipv6,golang.org/x/net,v0.0.0-20200202094626-16171245cfb2,elastic/beats,cast-bytes,serialization
