,Unnamed: 0,Unnamed: 0.1,text,context,line_number,column,absolute_offset,match_type,file_name,file_loc,file_byte_size,package_import_path,module_path,module_version,project_name,file_copy_path,label
81,81,81,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int64Traits) CastFromBytes(b []byte) []int64 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []int64
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Int64SizeBytes
	s.Cap = h.Cap / Int64SizeBytes

	return res
",71.0,8.0,2182.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
82,82,82,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (int64Traits) CastToBytes(b []int64) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int64SizeBytes
",81.0,8.0,2442.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
83,83,83,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int64Traits) CastToBytes(b []int64) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int64SizeBytes
	s.Cap = h.Cap * Int64SizeBytes

	return res
",84.0,8.0,2508.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
84,84,84,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type uint64.
//
// NOTE: len(b) must be a multiple of Uint64SizeBytes.
func (uint64Traits) CastFromBytes(b []byte) []uint64 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint64
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint64SizeBytes
",116.0,8.0,3400.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
85,85,85,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (uint64Traits) CastFromBytes(b []byte) []uint64 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint64
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint64SizeBytes
	s.Cap = h.Cap / Uint64SizeBytes

	return res
",119.0,8.0,3468.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
86,86,86,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (uint64Traits) CastToBytes(b []uint64) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Uint64SizeBytes
",129.0,8.0,3732.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
87,87,87,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (uint64Traits) CastToBytes(b []uint64) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Uint64SizeBytes
	s.Cap = h.Cap * Uint64SizeBytes

	return res
",132.0,8.0,3798.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
88,88,88,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type float64.
//
// NOTE: len(b) must be a multiple of Float64SizeBytes.
func (float64Traits) CastFromBytes(b []byte) []float64 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []float64
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Float64SizeBytes
",164.0,8.0,4718.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
89,89,89,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (float64Traits) CastFromBytes(b []byte) []float64 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []float64
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Float64SizeBytes
	s.Cap = h.Cap / Float64SizeBytes

	return res
",167.0,8.0,4787.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
90,90,90,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (float64Traits) CastToBytes(b []float64) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Float64SizeBytes
",177.0,8.0,5055.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
91,91,91,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (float64Traits) CastToBytes(b []float64) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Float64SizeBytes
	s.Cap = h.Cap * Float64SizeBytes

	return res
",180.0,8.0,5121.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
92,92,92,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type int32.
//
// NOTE: len(b) must be a multiple of Int32SizeBytes.
func (int32Traits) CastFromBytes(b []byte) []int32 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []int32
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Int32SizeBytes
",212.0,8.0,6007.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
93,93,93,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int32Traits) CastFromBytes(b []byte) []int32 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []int32
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Int32SizeBytes
	s.Cap = h.Cap / Int32SizeBytes

	return res
",215.0,8.0,6074.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
94,94,94,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (int32Traits) CastToBytes(b []int32) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int32SizeBytes
",225.0,8.0,6334.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
95,95,95,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int32Traits) CastToBytes(b []int32) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int32SizeBytes
	s.Cap = h.Cap * Int32SizeBytes

	return res
",228.0,8.0,6400.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
96,96,96,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type uint32.
//
// NOTE: len(b) must be a multiple of Uint32SizeBytes.
func (uint32Traits) CastFromBytes(b []byte) []uint32 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint32
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint32SizeBytes
",260.0,8.0,7292.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
97,97,97,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (uint32Traits) CastFromBytes(b []byte) []uint32 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint32
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint32SizeBytes
	s.Cap = h.Cap / Uint32SizeBytes

	return res
",263.0,8.0,7360.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
98,98,98,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (uint32Traits) CastToBytes(b []uint32) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Uint32SizeBytes
",273.0,8.0,7624.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
99,99,99,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (uint32Traits) CastToBytes(b []uint32) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Uint32SizeBytes
	s.Cap = h.Cap * Uint32SizeBytes

	return res
",276.0,8.0,7690.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
100,100,100,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type float32.
//
// NOTE: len(b) must be a multiple of Float32SizeBytes.
func (float32Traits) CastFromBytes(b []byte) []float32 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []float32
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Float32SizeBytes
",308.0,8.0,8610.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
101,101,101,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (float32Traits) CastFromBytes(b []byte) []float32 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []float32
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Float32SizeBytes
	s.Cap = h.Cap / Float32SizeBytes

	return res
",311.0,8.0,8679.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
102,102,102,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (float32Traits) CastToBytes(b []float32) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Float32SizeBytes
",321.0,8.0,8947.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
103,103,103,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (float32Traits) CastToBytes(b []float32) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Float32SizeBytes
	s.Cap = h.Cap * Float32SizeBytes

	return res
",324.0,8.0,9013.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
104,104,104,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type int16.
//
// NOTE: len(b) must be a multiple of Int16SizeBytes.
func (int16Traits) CastFromBytes(b []byte) []int16 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []int16
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Int16SizeBytes
",356.0,8.0,9899.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
105,105,105,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int16Traits) CastFromBytes(b []byte) []int16 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []int16
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Int16SizeBytes
	s.Cap = h.Cap / Int16SizeBytes

	return res
",359.0,8.0,9966.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
106,106,106,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (int16Traits) CastToBytes(b []int16) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int16SizeBytes
",369.0,8.0,10226.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
107,107,107,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int16Traits) CastToBytes(b []int16) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int16SizeBytes
	s.Cap = h.Cap * Int16SizeBytes

	return res
",372.0,8.0,10292.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
108,108,108,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type uint16.
//
// NOTE: len(b) must be a multiple of Uint16SizeBytes.
func (uint16Traits) CastFromBytes(b []byte) []uint16 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint16
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint16SizeBytes
",404.0,8.0,11184.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
109,109,109,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (uint16Traits) CastFromBytes(b []byte) []uint16 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint16
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint16SizeBytes
	s.Cap = h.Cap / Uint16SizeBytes

	return res
",407.0,8.0,11252.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
110,110,110,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (uint16Traits) CastToBytes(b []uint16) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Uint16SizeBytes
",417.0,8.0,11516.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
111,111,111,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (uint16Traits) CastToBytes(b []uint16) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Uint16SizeBytes
	s.Cap = h.Cap * Uint16SizeBytes

	return res
",420.0,8.0,11582.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
112,112,112,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type int8.
//
// NOTE: len(b) must be a multiple of Int8SizeBytes.
func (int8Traits) CastFromBytes(b []byte) []int8 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []int8
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Int8SizeBytes
",452.0,8.0,12421.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
113,113,113,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int8Traits) CastFromBytes(b []byte) []int8 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []int8
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Int8SizeBytes
	s.Cap = h.Cap / Int8SizeBytes

	return res
",455.0,8.0,12487.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
114,114,114,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (int8Traits) CastToBytes(b []int8) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int8SizeBytes
",465.0,8.0,12743.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
115,115,115,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (int8Traits) CastToBytes(b []int8) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Int8SizeBytes
	s.Cap = h.Cap * Int8SizeBytes

	return res
",468.0,8.0,12809.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
116,116,116,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// CastFromBytes reinterprets the slice b to a slice of type uint8.
//
// NOTE: len(b) must be a multiple of Uint8SizeBytes.
func (uint8Traits) CastFromBytes(b []byte) []uint8 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint8
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint8SizeBytes
",500.0,8.0,13654.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
117,117,117,"	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
","func (uint8Traits) CastFromBytes(b []byte) []uint8 {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []uint8
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len / Uint8SizeBytes
	s.Cap = h.Cap / Uint8SizeBytes

	return res
",503.0,8.0,13721.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:slice_to_any
118,118,118,"	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","}

// CastToBytes reinterprets the slice b to a slice of bytes.
func (uint8Traits) CastToBytes(b []uint8) []byte {
	h := (*reflect.SliceHeader)(unsafe.Pointer(&b))

	var res []byte
	s := (*reflect.SliceHeader)(unsafe.Pointer(&res))
	s.Data = h.Data
	s.Len = h.Len * Uint8SizeBytes
",513.0,8.0,13981.0,reflect.SliceHeader,type_traits_numeric.gen.go,22162.0,813.0,github.com/apache/arrow/go/arrow,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,influxdata/influxdb,github.com/apache/arrow/go/arrow/type_traits_numeric.gen.go,cast:any_to_slice
