,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,text,context,line_number,column,absolute_offset,match_type,context_type,file_name,file_loc,file_byte_size,package_import_path,module_path,module_version,project_name,label,label2
93,93,93,93,93,21181,"_, _, e1 := Syscall6(SYS_GETSOCKOPT, uintptr(s), uintptr(level), uintptr(name), uintptr(val), uintptr(unsafe.Pointer(vallen)), 0)","}

// THIS FILE IS GENERATED BY THE COMMAND AT THE TOP; DO NOT EDIT

func getsockopt(s int, level int, name int, val unsafe.Pointer, vallen *_Socklen) (err error) {
	_, _, e1 := Syscall6(SYS_GETSOCKOPT, uintptr(s), uintptr(level), uintptr(name), uintptr(val), uintptr(unsafe.Pointer(vallen)), 0)
	if e1 != 0 {
		err = errnoErr(e1)
	}
	return
}",542.0,104.0,13584.0,unsafe.Pointer,assignment,zsyscall_linux_amd64.go,745.0,19148.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200420163511-1957bb5e6d1f,cilium/cilium,syscall,no-gc
94,94,94,94,94,21189,"_, _, e1 := Syscall(SYS_USTAT, uintptr(dev), uintptr(unsafe.Pointer(ubuf)), 0)","}

// THIS FILE IS GENERATED BY THE COMMAND AT THE TOP; DO NOT EDIT

func Ustat(dev int, ubuf *Ustat_t) (err error) {
	_, _, e1 := Syscall(SYS_USTAT, uintptr(dev), uintptr(unsafe.Pointer(ubuf)), 0)
	if e1 != 0 {
		err = errnoErr(e1)
	}
	return
}",2274.0,55.0,55575.0,unsafe.Pointer,assignment,zsyscall_linux_amd64.go,2560.0,63453.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200122134326-e047566fdf82,rancher/rancher,syscall,no-gc
95,95,95,95,95,21195,"r0, _, e1 := Syscall6(SYS_GETXATTR, uintptr(unsafe.Pointer(_p0)), uintptr(unsafe.Pointer(_p1)), uintptr(_p2), uintptr(len(dest)), 0, 0)","	if len(dest) > 0 {
		_p2 = unsafe.Pointer(&dest[0])
	} else {
		_p2 = unsafe.Pointer(&_zero)
	}
	r0, _, e1 := Syscall6(SYS_GETXATTR, uintptr(unsafe.Pointer(_p0)), uintptr(unsafe.Pointer(_p1)), uintptr(_p2), uintptr(len(dest)), 0, 0)
	sz = int(r0)
	if e1 != 0 {
		err = errnoErr(e1)
	}
	return",512.0,46.0,12137.0,unsafe.Pointer,assignment,zsyscall_linux_amd64.go,1715.0,41639.0,syscall,std,std,kubernetes/kubernetes,syscall,no-gc
96,96,96,96,96,21883,"return setsockopt(fd, level, opt, unsafe.Pointer(mreq), SizeofIPv6Mreq)","func SetsockoptIPMreq(fd, level, opt int, mreq *IPMreq) (err error) {
	return setsockopt(fd, level, opt, unsafe.Pointer(mreq), SizeofIPMreq)
}

func SetsockoptIPv6Mreq(fd, level, opt int, mreq *IPv6Mreq) (err error) {
	return setsockopt(fd, level, opt, unsafe.Pointer(mreq), SizeofIPv6Mreq)
}

func SetsockoptICMPv6Filter(fd, level, opt int, filter *ICMPv6Filter) error {
	return setsockopt(fd, level, opt, unsafe.Pointer(filter), SizeofICMPv6Filter)
}",342.0,36.0,8288.0,unsafe.Pointer,assignment,syscall_unix.go,431.0,10980.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200122134326-e047566fdf82,rancher/rancher,delegate,ffi
97,97,97,97,97,21889,_p0 = unsafe.Pointer(&buf[0]),"// THIS FILE IS GENERATED BY THE COMMAND AT THE TOP; DO NOT EDIT

func keyctlDH(cmd int, arg2 *KeyctlDHParams, buf []byte) (ret int, err error) {
	var _p0 unsafe.Pointer
	if len(buf) > 0 {
		_p0 = unsafe.Pointer(&buf[0])
	} else {
		_p0 = unsafe.Pointer(&_zero)
	}
	r0, _, e1 := Syscall6(SYS_KEYCTL, uintptr(cmd), uintptr(unsafe.Pointer(arg2)), uintptr(_p0), uintptr(len(buf)), 0, 0)
	ret = int(r0)",294.0,9.0,7559.0,unsafe.Pointer,assignment,zsyscall_linux_amd64.go,2467.0,61019.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20191120155948-bd437916bb0e,rook/rook,syscall,no-gc
98,98,98,98,98,21893,"func memequal128(p, q unsafe.Pointer) bool {","	return *(*int32)(p) == *(*int32)(q)
}
func memequal64(p, q unsafe.Pointer) bool {
	return *(*int64)(p) == *(*int64)(q)
}
func memequal128(p, q unsafe.Pointer) bool {
	return *(*[2]int64)(p) == *(*[2]int64)(q)
}
func f32equal(p, q unsafe.Pointer) bool {
	return *(*float32)(p) == *(*float32)(q)
}",251.0,23.0,6504.0,unsafe.Pointer,parameter,alg.go,389.0,10428.0,runtime,std,std,kubernetes/kubernetes,cast-basic,layout
99,99,99,99,99,22237,"func (sa *SockaddrUnix) sockaddr() (unsafe.Pointer, _Socklen, error) {","		sa.raw.Addr[i] = sa.Addr[i]
	}
	return unsafe.Pointer(&sa.raw), SizeofSockaddrInet6, nil
}

func (sa *SockaddrUnix) sockaddr() (unsafe.Pointer, _Socklen, error) {
	name := sa.Name
	n := len(name)
	if n >= len(sa.raw.Path) {
		return nil, 0, EINVAL
	}",404.0,37.0,10636.0,unsafe.Pointer,parameter,syscall_linux.go,2124.0,63149.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200122134326-e047566fdf82,rancher/rancher,cast-pointer,efficiency
100,100,100,100,100,22250,fh := (*fileHandle)(unsafe.Pointer(&buf[0])),"// NewFileHandle constructs a FileHandle.
func NewFileHandle(handleType int32, handle []byte) FileHandle {
	const hdrSize = unsafe.Sizeof(fileHandle{})
	buf := make([]byte, hdrSize+uintptr(len(handle)))
	copy(buf[hdrSize:], handle)
	fh := (*fileHandle)(unsafe.Pointer(&buf[0]))
	fh.Type = handleType
	fh.Bytes = uint32(len(handle))
	return FileHandle{fh}
}
",2025.0,22.0,61540.0,unsafe.Pointer,assignment,syscall_linux.go,2191.0,64817.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200420163511-1957bb5e6d1f,cilium/cilium,cast-bytes,efficiency
101,101,101,101,101,22257,"func cgoInRange(p unsafe.Pointer, start, end uintptr) bool {","}

// cgoInRange reports whether p is between start and end.
//go:nosplit
//go:nowritebarrierrec
func cgoInRange(p unsafe.Pointer, start, end uintptr) bool {
	return start <= uintptr(p) && uintptr(p) < end
}

// cgoCheckResult is called to check the result parameter of an
// exported Go function. It panics if the result is or contains a Go",660.0,19.0,21457.0,unsafe.Pointer,parameter,cgocall.go,675.0,21888.0,runtime,std,std,kubernetes/kubernetes,pointer-arithmetic,layout
102,102,102,102,102,22610,var ptr unsafe.Pointer,"	_, err = SendmsgN(fd, p, oob, to, flags)
	return
}

func SendmsgN(fd int, p, oob []byte, to Sockaddr, flags int) (n int, err error) {
	var ptr unsafe.Pointer
	var salen _Socklen
	if to != nil {
		var err error
		ptr, salen, err = to.sockaddr()
		if err != nil {",1367.0,10.0,40635.0,unsafe.Pointer,variable,syscall_linux.go,2191.0,64817.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200420163511-1957bb5e6d1f,cilium/cilium,cast-basic,ffi
103,103,103,103,103,22617,word unsafe.Pointer,"		typ  *rtype // dynamic concrete type
		hash uint32 // copy of typ.hash
		_    [4]byte
		fun  [100000]unsafe.Pointer // method table
	}
	word unsafe.Pointer
}

// mustBe panics if f's kind is not expected.
// Making this a method on flag instead of on Value
// (and embedding flag in Value) means that we can write",196.0,7.0,5943.0,unsafe.Pointer,variable,value.go,2788.0,81958.0,reflect,std,std,kubernetes/kubernetes,definition,reflect
104,104,104,104,104,22968,"func (sa *SockaddrLinklayer) sockaddr() (unsafe.Pointer, _Socklen, error) {","	Halen    uint8
	Addr     [8]byte
	raw      RawSockaddrLinklayer
}

func (sa *SockaddrLinklayer) sockaddr() (unsafe.Pointer, _Socklen, error) {
	if sa.Ifindex < 0 || sa.Ifindex > 0x7fffffff {
		return nil, 0, EINVAL
	}
	sa.raw.Family = AF_PACKET
	sa.raw.Protocol = sa.Protocol",439.0,42.0,11390.0,unsafe.Pointer,parameter,syscall_linux.go,2191.0,64817.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200420163511-1957bb5e6d1f,cilium/cilium,cast-pointer,serialization
105,105,105,105,105,22975,b.end = uintptr(unsafe.Pointer(&b.buf[2*wbBufEntryPointers])),"	} else if testSmallBuf {
		// For testing, allow two barriers in the buffer. If
		// we only did one, then barriers of non-heap pointers
		// would be no-ops. This lets us combine a buffered
		// barrier with a flush at a later time.
		b.end = uintptr(unsafe.Pointer(&b.buf[2*wbBufEntryPointers]))
	} else {
		b.end = start + uintptr(len(b.buf))*unsafe.Sizeof(b.buf[0])
	}

	if (b.end-b.next)%(wbBufEntryPointers*unsafe.Sizeof(b.buf[0])) != 0 {",98.0,19.0,3643.0,unsafe.Pointer,assignment,mwbbuf.go,311.0,10311.0,runtime,std,std,kubernetes/kubernetes,pointer-arithmetic,layout
106,106,106,106,106,23319,tt := (*ptrType)(unsafe.Pointer(v.typ)),"		}
		// The returned value's address is v's value.
		if ptr == nil {
			return Value{}
		}
		tt := (*ptrType)(unsafe.Pointer(v.typ))
		typ := tt.elem
		fl := v.flag&flagRO | flagIndir | flagAddr
		fl |= flag(typ.Kind())
		return Value{typ, ptr, fl}
	}",248.0,20.0,7390.0,unsafe.Pointer,assignment,value.go,486.0,14113.0,internal/reflectlite,std,std,kubernetes/kubernetes,cast-struct,types
107,107,107,107,107,23662,"if fd1, _, err1 = RawSyscall6(SYS_OPENAT, uintptr(dirfd), uintptr(unsafe.Pointer(&psetgroups[0])), uintptr(O_WRONLY), 0, 0, 0); err1 != 0 {","			goto childerror
		}

		if sys.Unshareflags&CLONE_NEWUSER != 0 && sys.GidMappings != nil {
			dirfd := int(_AT_FDCWD)
			if fd1, _, err1 = RawSyscall6(SYS_OPENAT, uintptr(dirfd), uintptr(unsafe.Pointer(&psetgroups[0])), uintptr(O_WRONLY), 0, 0, 0); err1 != 0 {
				goto childerror
			}
			r1, _, err1 = RawSyscall(SYS_WRITE, uintptr(fd1), uintptr(unsafe.Pointer(&setgroups[0])), uintptr(len(setgroups)))
			if err1 != 0 {
				goto childerror",295.0,70.0,9389.0,unsafe.Pointer,assignment,exec_linux.go,623.0,18779.0,syscall,std,std,kubernetes/kubernetes,syscall,no-gc
108,108,108,108,108,24005,"memmove(unsafe.Pointer(new.hi-ncopy), unsafe.Pointer(old.hi-ncopy), ncopy)","		// the stack they may interact with.
		ncopy -= syncadjustsudogs(gp, used, &adjinfo)
	}

	// Copy the stack (or the rest of it) to the new location
	memmove(unsafe.Pointer(new.hi-ncopy), unsafe.Pointer(old.hi-ncopy), ncopy)

	// Adjust remaining structures that have pointers into stacks.
	// We have to do most of these before we traceback the new
	// stack because gentraceback uses them.
	adjustctxt(gp, &adjinfo)",869.0,10.0,25620.0,unsafe.Pointer,call,stack.go,1317.0,40023.0,runtime,std,std,kubernetes/kubernetes,pointer-arithmetic,layout
109,109,109,109,109,24695,"func WriteRange(addr unsafe.Pointer, len int) {","}

func ReadRange(addr unsafe.Pointer, len int) {
}

func WriteRange(addr unsafe.Pointer, len int) {
}

func Errors() int { return 0 }",39.0,22.0,541.0,unsafe.Pointer,parameter,norace.go,42.0,602.0,internal/race,std,std,kubernetes/kubernetes,unused,unused
110,110,110,110,110,25042,"func memequal(a, b unsafe.Pointer, size uintptr) bool","//go:linkname sync_fastrand sync.fastrand
func sync_fastrand() uint32 { return fastrand() }

// in asm_*.s
//go:noescape
func memequal(a, b unsafe.Pointer, size uintptr) bool

// noescape hides a pointer from escape analysis.  noescape is
// the identity function but escape analysis doesn't think the
// output depends on the input.  noescape is inlined and currently
// compiles down to zero instructions.",135.0,20.0,4786.0,unsafe.Pointer,parameter,stubs.go,345.0,13395.0,runtime,std,std,kubernetes/kubernetes,definition,layout
111,111,111,111,111,25386,"racereadpc(unsafe.Pointer(h), callerpc, funcPC(mapiterinit))","// by the compilers order pass or on the heap by reflect_mapiterinit.
// Both need to have zeroed hiter since the struct contains pointers.
func mapiterinit(t *maptype, h *hmap, it *hiter) {
	if raceenabled && h != nil {
		callerpc := getcallerpc()
		racereadpc(unsafe.Pointer(h), callerpc, funcPC(mapiterinit))
	}

	if h == nil || h.count == 0 {
		return
	}",800.0,14.0,25472.0,unsafe.Pointer,call,map.go,1375.0,43146.0,runtime,std,std,kubernetes/kubernetes,delegate,ffi
112,112,112,112,112,25730,"func typedmemmove(t *rtype, dst, src unsafe.Pointer)","//go:noescape
func memmove(dst, src unsafe.Pointer, size uintptr)

// typedmemmove copies a value of type t to dst from src.
//go:noescape
func typedmemmove(t *rtype, dst, src unsafe.Pointer)

// typedmemmovepartial is like typedmemmove but assumes that
// dst and src point off bytes into the value and only copies size bytes.
//go:noescape
func typedmemmovepartial(t *rtype, dst, src unsafe.Pointer, off, size uintptr)",2752.0,38.0,80866.0,unsafe.Pointer,parameter,value.go,2788.0,81958.0,reflect,std,std,kubernetes/kubernetes,definition,layout
113,113,113,113,113,26073,st := (*structtype)(unsafe.Pointer(typ)),"				return
			}
			size -= checked
		}
	case kindStruct:
		st := (*structtype)(unsafe.Pointer(typ))
		for _, f := range st.fields {
			if off < f.typ.size {
				cgoCheckUsingType(f.typ, src, off, size)
			}
			src = add(src, f.typ.size)",244.0,23.0,6604.0,unsafe.Pointer,assignment,cgocheck.go,262.0,6960.0,runtime,std,std,kubernetes/kubernetes,cast-struct,ffi
114,114,114,114,114,26423,"defer atomic.StorePointer(&disableSplice, unsafe.Pointer(p))","		return -1, -1, ""pipe2"", err
	}

	if p == nil {
		p = new(bool)
		defer atomic.StorePointer(&disableSplice, unsafe.Pointer(p))

		// F_GETPIPE_SZ was added in 2.6.35, which does not have the -EAGAIN bug.
		if _, _, errno := syscall.Syscall(unix.FcntlSyscall, uintptr(fds[0]), syscall.F_GETPIPE_SZ, 0); errno != 0 {
			*p = true
			destroyTempPipe(fds[0], fds[1])",170.0,45.0,5273.0,unsafe.Pointer,call,splice_linux.go,191.0,5792.0,internal/poll,std,std,kubernetes/kubernetes,delegate,atomic
115,115,115,115,115,26769,fn = unsafe.Pointer(funcPC(nilfunc)),"func gostartcallfn(gobuf *gobuf, fv *funcval) {
	var fn unsafe.Pointer
	if fv != nil {
		fn = unsafe.Pointer(fv.fn)
	} else {
		fn = unsafe.Pointer(funcPC(nilfunc))
	}
	gostartcall(gobuf, fn, unsafe.Pointer(fv))
}

// isShrinkStackSafe returns whether it's safe to attempt to shrink",1063.0,8.0,32125.0,unsafe.Pointer,assignment,stack.go,1317.0,40023.0,runtime,std,std,kubernetes/kubernetes,delegate,layout
116,116,116,116,116,27112,*(*uintptr)(unsafe.Pointer(&b.tags[wt])) = uintptr(unsafe.Pointer(*tagPtr)),"	// value we copied when scanning b.tags (heap-allocated).
	// We arrange that the store here is always overwriting a nil,
	// so there is no need for a deletion barrier on b.tags[wt].
	wt := int(bw.tagCount() % uint32(len(b.tags)))
	if tagPtr != nil {
		*(*uintptr)(unsafe.Pointer(&b.tags[wt])) = uintptr(unsafe.Pointer(*tagPtr))
	}

	// Main record.
	// It has to fit in a contiguous section of the slice, so if it doesn't fit at the end,
	// leave a rewind marker (0) and start over at the beginning of the slice.",352.0,15.0,12724.0,unsafe.Pointer,assignment,profbuf.go,561.0,18698.0,runtime,std,std,kubernetes/kubernetes,memory-access,layout
117,117,117,117,117,27804,"adjustpointer(adjinfo, unsafe.Pointer(&gp._defer))","
func adjustdefers(gp *g, adjinfo *adjustinfo) {
	// Adjust pointers in the Defer structs.
	// We need to do this first because we need to adjust the
	// defer.link fields so we always work on the new stack.
	adjustpointer(adjinfo, unsafe.Pointer(&gp._defer))
	for d := gp._defer; d != nil; d = d.link {
		adjustpointer(adjinfo, unsafe.Pointer(&d.fn))
		adjustpointer(adjinfo, unsafe.Pointer(&d.sp))
		adjustpointer(adjinfo, unsafe.Pointer(&d._panic))
		adjustpointer(adjinfo, unsafe.Pointer(&d.link))",733.0,25.0,21628.0,unsafe.Pointer,call,stack.go,1317.0,40023.0,runtime,std,std,kubernetes/kubernetes,delegate,layout
118,118,118,118,118,28154,ucred := *(*Ucred)(unsafe.Pointer(&m.Data[0])),"		return nil, EINVAL
	}
	if m.Header.Type != SCM_CREDENTIALS {
		return nil, EINVAL
	}
	ucred := *(*Ucred)(unsafe.Pointer(&m.Data[0]))
	return &ucred, nil
}",34.0,21.0,1017.0,unsafe.Pointer,assignment,sockcmsg_linux.go,36.0,1067.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200420163511-1957bb5e6d1f,cilium/cilium,cast-struct,serialization
119,119,119,119,119,28162,func raceAcquire(addr unsafe.Pointer) {,"	""unsafe""
)

const raceenabled = false

func raceAcquire(addr unsafe.Pointer) {
}

func raceReleaseMerge(addr unsafe.Pointer) {
}
",15.0,23.0,332.0,unsafe.Pointer,parameter,race0.go,25.0,509.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200106162015-b016eb3dc98e,elastic/beats,unused,unused
120,120,120,120,120,28164,"_, _, e1 := RawSyscall(SYS_SETTIMEOFDAY, uintptr(unsafe.Pointer(tv)), 0, 0)","}

// THIS FILE IS GENERATED BY THE COMMAND AT THE TOP; DO NOT EDIT

func Settimeofday(tv *Timeval) (err error) {
	_, _, e1 := RawSyscall(SYS_SETTIMEOFDAY, uintptr(unsafe.Pointer(tv)), 0, 0)
	if e1 != 0 {
		err = errnoErr(e1)
	}
	return
}",1368.0,51.0,33626.0,unsafe.Pointer,assignment,zsyscall_linux_amd64.go,2560.0,63453.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200122134326-e047566fdf82,rancher/rancher,syscall,no-gc
121,121,121,121,121,28171,p := (*[2]byte)(unsafe.Pointer(&pp.Port)),"		return sa, nil

	case AF_INET6:
		pp := (*RawSockaddrInet6)(unsafe.Pointer(rsa))
		sa := new(SockaddrInet6)
		p := (*[2]byte)(unsafe.Pointer(&pp.Port))
		sa.Port = int(p[0])<<8 + int(p[1])
		sa.ZoneId = pp.Scope_id
		for i := 0; i < len(sa.Addr); i++ {
			sa.Addr[i] = pp.Addr[i]
		}",904.0,19.0,26039.0,unsafe.Pointer,assignment,syscall_linux.go,1973.0,58748.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20191120155948-bd437916bb0e,rook/rook,cast-bytes,serialization
122,122,122,122,122,28176,"return setsockopt(fd, level, opt, unsafe.Pointer(mreq), unsafe.Sizeof(*mreq))","	err := getsockopt(fd, level, opt, unsafe.Pointer(&value), &vallen)
	return &value, err
}

func SetsockoptIPMreqn(fd, level, opt int, mreq *IPMreqn) (err error) {
	return setsockopt(fd, level, opt, unsafe.Pointer(mreq), unsafe.Sizeof(*mreq))
}

func SetsockoptPacketMreq(fd, level, opt int, mreq *PacketMreq) error {
	return setsockopt(fd, level, opt, unsafe.Pointer(mreq), unsafe.Sizeof(*mreq))
}",1156.0,36.0,32339.0,unsafe.Pointer,assignment,syscall_linux.go,2202.0,65304.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200515095857-1151b9dac4a9,mattermost/mattermost-server,delegate,ffi
123,123,123,123,123,28183,"_, _, e1 := Syscall(SYS_FSTATFS, uintptr(fd), uintptr(unsafe.Pointer(buf)), 0)","}

// THIS FILE IS GENERATED BY THE COMMAND AT THE TOP; DO NOT EDIT

func Fstatfs(fd int, buf *Statfs_t) (err error) {
	_, _, e1 := Syscall(SYS_FSTATFS, uintptr(fd), uintptr(unsafe.Pointer(buf)), 0)
	if e1 != 0 {
		err = errnoErr(e1)
	}
	return
}",132.0,56.0,3437.0,unsafe.Pointer,assignment,zsyscall_linux_amd64.go,745.0,19148.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200515095857-1151b9dac4a9,mattermost/mattermost-server,syscall,no-gc
124,124,124,124,124,28190,raceAcquire(unsafe.Pointer(&ioSync)),"	if raceenabled {
		if n > 0 {
			raceWriteRange(unsafe.Pointer(&p[0]), n)
		}
		if err == nil {
			raceAcquire(unsafe.Pointer(&ioSync))
		}
	}
	return
}
",163.0,16.0,3588.0,unsafe.Pointer,call,syscall_unix.go,431.0,10980.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20191120155948-bd437916bb0e,rook/rook,delegate,ffi
125,125,125,125,125,28193,*(*uint16)(unsafe.Pointer(&b[6:8][0])) = rr.Header.Flags,"
func (rr *NetlinkRouteRequest) toWireFormat() []byte {
	b := make([]byte, rr.Header.Len)
	*(*uint32)(unsafe.Pointer(&b[0:4][0])) = rr.Header.Len
	*(*uint16)(unsafe.Pointer(&b[4:6][0])) = rr.Header.Type
	*(*uint16)(unsafe.Pointer(&b[6:8][0])) = rr.Header.Flags
	*(*uint32)(unsafe.Pointer(&b[8:12][0])) = rr.Header.Seq
	*(*uint32)(unsafe.Pointer(&b[12:16][0])) = rr.Header.Pid
	b[16] = byte(rr.Data.Family)
	return b
}",33.0,13.0,954.0,unsafe.Pointer,assignment,netlink_linux.go,179.0,4777.0,syscall,std,std,kubernetes/kubernetes,cast-basic,serialization
126,126,126,126,126,28536,func resolveReflectText(ptr unsafe.Pointer) textOff {,"}

// resolveReflectText adds a function pointer to the reflection lookup map in
// the runtime. It returns a new textOff that can be used to refer to the
// pointer.
func resolveReflectText(ptr unsafe.Pointer) textOff {
	return textOff(addReflectOff(ptr))
}

type nameOff int32 // offset to a name
type typeOff int32 // offset to an *rtype",674.0,29.0,20610.0,unsafe.Pointer,parameter,type.go,3120.0,86902.0,reflect,std,std,kubernetes/kubernetes,delegate,reflect
127,127,127,127,127,28879,"return unsafe.Pointer(&sa.raw), SizeofSockaddrRFCOMM, nil","
func (sa *SockaddrRFCOMM) sockaddr() (unsafe.Pointer, _Socklen, error) {
	sa.raw.Family = AF_BLUETOOTH
	sa.raw.Channel = sa.Channel
	sa.raw.Bdaddr = sa.Addr
	return unsafe.Pointer(&sa.raw), SizeofSockaddrRFCOMM, nil
}

// SockaddrCAN implements the Sockaddr interface for AF_CAN type sockets.
// The RxID and TxID fields are used for transport protocol addressing in
// (CAN_TP16, CAN_TP20, CAN_MCNET, and CAN_ISOTP), they can be left with",550.0,9.0,14641.0,unsafe.Pointer,assignment,syscall_linux.go,2100.0,62378.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200106162015-b016eb3dc98e,elastic/beats,cast-pointer,efficiency
128,128,128,128,128,28880,tt := (*ptrType)(unsafe.Pointer(v.typ)),"		}
		// The returned value's address is v's value.
		if ptr == nil {
			return Value{}
		}
		tt := (*ptrType)(unsafe.Pointer(v.typ))
		typ := tt.elem
		fl := v.flag&flagRO | flagIndir | flagAddr
		fl |= flag(typ.Kind())
		return Value{typ, ptr, fl}
	}",814.0,20.0,25415.0,unsafe.Pointer,assignment,value.go,2788.0,81958.0,reflect,std,std,kubernetes/kubernetes,cast-struct,types
129,129,129,129,129,29224,"err := ioctl(fd, req, uintptr(unsafe.Pointer(&value)))","	return &value, err
}

func IoctlGetTermios(fd int, req uint) (*Termios, error) {
	var value Termios
	err := ioctl(fd, req, uintptr(unsafe.Pointer(&value)))
	return &value, err
}",63.0,32.0,1997.0,unsafe.Pointer,assignment,ioctl.go,65.0,2044.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200122134326-e047566fdf82,rancher/rancher,delegate,ffi
130,130,130,130,130,29230,"return setsockopt(fd, level, opt, unsafe.Pointer(fprog), unsafe.Sizeof(*fprog))","}

// SetsockoptSockFprog attaches a classic BPF or an extended BPF program to a
// socket to filter incoming packets.  See 'man 7 socket' for usage information.
func SetsockoptSockFprog(fd, level, opt int, fprog *SockFprog) error {
	return setsockopt(fd, level, opt, unsafe.Pointer(fprog), unsafe.Sizeof(*fprog))
}

func SetsockoptCanRawFilter(fd, level, opt int, filter []CanFilter) error {
	var p unsafe.Pointer
	if len(filter) > 0 {",1099.0,36.0,31141.0,unsafe.Pointer,assignment,syscall_linux.go,1973.0,58748.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20191120155948-bd437916bb0e,rook/rook,delegate,ffi
131,131,131,131,131,29234,"return unsafe.Pointer(&sa.raw), SizeofSockaddrALG, nil","	}

	copy(sa.raw.Type[:], typ)
	copy(sa.raw.Name[:], name)

	return unsafe.Pointer(&sa.raw), SizeofSockaddrALG, nil
}

// SockaddrVM implements the Sockaddr interface for AF_VSOCK type sockets.
// SockaddrVM provides access to Linux VM sockets: a mechanism that enables
// bidirectional communication between a hypervisor and its guest virtual",690.0,9.0,19514.0,unsafe.Pointer,assignment,syscall_linux.go,2124.0,63149.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200122134326-e047566fdf82,rancher/rancher,cast-pointer,serialization
132,132,132,132,132,29242,"func newosproc0(stacksize uintptr, fn unsafe.Pointer) {","	}
}

// Version of newosproc that doesn't require a valid G.
//go:nosplit
func newosproc0(stacksize uintptr, fn unsafe.Pointer) {
	stack := sysAlloc(stacksize, &memstats.stacks_sys)
	if stack == nil {
		write(2, unsafe.Pointer(&failallocatestack[0]), int32(len(failallocatestack)))
		exit(1)
	}",167.0,39.0,4983.0,unsafe.Pointer,parameter,os_linux.go,500.0,13478.0,runtime,std,std,kubernetes/kubernetes,delegate,ffi
133,133,133,133,133,29587,"err = getsockopt(fd, level, opt, unsafe.Pointer(&n), &vallen)","}

func GetsockoptInt(fd, level, opt int) (value int, err error) {
	var n int32
	vallen := _Socklen(4)
	err = getsockopt(fd, level, opt, unsafe.Pointer(&n), &vallen)
	return int(n), err
}

func GetsockoptInet4Addr(fd, level, opt int) (value [4]byte, err error) {
	vallen := _Socklen(4)",244.0,35.0,5489.0,unsafe.Pointer,assignment,syscall_unix.go,430.0,11034.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200515095857-1151b9dac4a9,mattermost/mattermost-server,delegate,ffi
134,134,134,134,134,29594,prototype := *(**sliceType)(unsafe.Pointer(&islice)),"		}
	}

	// Make a slice type.
	var islice interface{} = ([]unsafe.Pointer)(nil)
	prototype := *(**sliceType)(unsafe.Pointer(&islice))
	slice := *prototype
	slice.tflag = 0
	slice.str = resolveReflectName(newName(s, """", false))
	slice.hash = fnv1(typ.hash, '[')
	slice.elem = typ",2297.0,30.0,63885.0,unsafe.Pointer,assignment,type.go,3120.0,86902.0,reflect,std,std,kubernetes/kubernetes,cast-struct,types
135,135,135,135,135,29938,"return setsockopt(fd, level, opt, unsafe.Pointer(tp), unsafe.Sizeof(*tp))","func SetsockoptTpacketReq(fd, level, opt int, tp *TpacketReq) error {
	return setsockopt(fd, level, opt, unsafe.Pointer(tp), unsafe.Sizeof(*tp))
}

func SetsockoptTpacketReq3(fd, level, opt int, tp *TpacketReq3) error {
	return setsockopt(fd, level, opt, unsafe.Pointer(tp), unsafe.Sizeof(*tp))
}

// Keyctl Commands (http://man7.org/linux/man-pages/man2/keyctl.2.html)

// KeyctlInt calls keyctl commands in which each argument is an int.",1115.0,36.0,31680.0,unsafe.Pointer,assignment,syscall_linux.go,2124.0,63149.0,golang.org/x/sys/unix,golang.org/x/sys,v0.0.0-20200122134326-e047566fdf82,rancher/rancher,delegate,ffi
136,136,136,136,136,29946,ptr unsafe.Pointer,"	// typ holds the type of the value represented by a Value.
	typ *rtype

	// Pointer-valued data or, if flagIndir is set, pointer to data.
	// Valid when either flagIndir is set or typ.pointers() is true.
	ptr unsafe.Pointer

	// flag holds metadata about the value.
	// The lowest bits are flag bits:
	//	- flagStickyRO: obtained via unexported not embedded field, so read-only
	//	- flagEmbedRO: obtained via unexported embedded field, so read-only",42.0,6.0,1533.0,unsafe.Pointer,variable,value.go,2788.0,81958.0,reflect,std,std,kubernetes/kubernetes,definition,reflect
